"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10"
"P00831",66631.6971749559,102572.905586627,561520.900293938,8617545.52714592,491423.565243996,52943.9113268209,3380082.50620085,268372.882052512,4491583.11522806,315843.642140005,135021.149743987,455669.128170739,348242.800020129,179605.611303187,38577.8305656386,126856.397615674,204678.036867121,1183570.30250674,366008.602791863,234420.890446453
"P00832",5537.62796722531,85902.759604526,4285.47550701454,230080.360967637,36717.6185336981,10704.0227784466,26819.6089994934,80225.0251761153,93963.4479015387,308569.971765417,19485.8976650291,235121.279873006,467137.24489676,215453.854262676,8612.04632361986,34654.8863060788,148617.058581544,54055.3058506301,57254.9590836402,118507.806423537
"P00833",10235.1031436461,114252.84085412,21045.3485433554,444887.106919859,165069.226603587,17324.3873403338,293418.428201637,39863.1272002739,444184.989633551,317718.657644332,18195.4660081013,337000.196926362,439103.070984718,187420.029176087,12287.5972333704,16674.9894296805,166909.508462691,125452.110276253,10237.08439632,107401.080387217
"P00834",816485.501554077,36577.5015078449,5790336.00825074,15601199.4667158,11047831.0344957,1516496.84497737,473733688.734007,114950746.648757,5902803.99175641,78886.7520554099,12069961.6135132,625064.095705502,298525.472660692,166451.098092647,1870236.87320419,5136328.68047721,206753.228838814,9312346.42867137,22890854.8281507,271909.684801209
"P00835",4213.11291506336,68874.9447426795,11979.675905376,845516.216228476,30935.3404768821,391022.52163111,38121.5018359271,438102.811106034,246296.37932529,262979.671996845,3180.76557121235,599577.633804904,468910.902760827,165501.68362238,21672.0723908485,484793.177176851,122643.234694647,1366067.72881587,20831.3697744969,177037.060112681
"P00836",292488.565118717,67533.266732754,1303964.05018744,752872.430547526,161293.126321886,137774.316430922,422976.553096183,927437.908396806,769287.896888325,203159.396879718,2476958.73001064,444628.047924165,390056.913260323,169268.185794632,63184.5126485225,1261218.18596502,192348.917953378,532260.959454854,235172.802669932,164040.938989018
"P00837",41955.6726155149,73707.3147040412,28243.1101425794,2581750.81858504,1435339.36013667,161216.701646371,3641828.25839359,791706.399414234,776719.281891863,283796.841498712,266169.056739642,417934.342172564,404485.059852516,151953.328893211,39595.9941392791,290064.096283185,174840.123934963,323671.631184141,181305.282585274,200628.147212804
"P00838",22386.9749529395,113334.514273887,155143.252136099,347565.932400124,784818.167570687,40929.0712250087,2230446.6395056,94610.5476186174,513952.560332658,313031.623503864,67082.7453035872,509463.752462155,446184.593081919,208242.109575913,28153.2096515962,12580.8081181435,155301.594210648,330584.940383431,55436.654627067,51321.2039486734
"P00839",32504.3462545991,70443.3956122801,871425.643779991,3623426.66084945,109802.558789094,267711.164480045,1448143.38320335,3863476.81038201,471344.365552954,182775.782867965,120054.926805517,572149.148181836,477250.858400643,200396.963592918,43126.1099161689,1435535.39270981,163270.808265069,4690649.85362225,159854.141696693,159727.613599914
"P00840",4582.94735033046,97235.0543674218,7408.45207397195,515546.968351257,41320.0360747754,311045.700242598,77518.1352875097,666716.867072911,262831.166730058,136938.620443435,24188.4646336933,529835.594164331,431330.85041057,161510.642117426,15663.8618762262,103152.973823875,141522.393581933,605212.883574035,9203.45959104662,201187.850155653
"P00841",147600.124776849,76894.2013696589,18174729.4176136,20599891.0397681,1190580.3858424,616512.039936226,9929047.43398276,3343731.2322412,3069551.70604847,75551.8517358958,1021474.16897888,594168.871641141,370179.677547001,111708.277805239,95165.7626633944,424707.259408794,206985.862290428,2702016.45634101,4790379.49533362,233108.300119357
"P00842",48394.8519258618,66043.5779481221,7088397.24892158,42701709.4647684,5102057.39257981,141206.419173132,29198787.6293983,18379775.7281936,4693733.21416398,201189.583256989,3240736.87784446,580421.849850045,310481.366629468,133636.366305905,67927.0299174464,6213047.61805328,206734.5302269,1362685.97692728,3524776.21188139,235391.845777007
"P00843",11925.0935796443,109431.340451476,94906.5278033828,91484.8424519147,165477.537182634,144106.678834493,152352.410067479,108516.868477511,451838.162650799,307829.004277477,70117.7481523728,428269.767753137,449851.007425284,215948.31652107,505841.342399807,73837.6896121342,142901.215784667,101848.808121771,77703.4799975225,122174.684180825
"P00844",213432.919673271,78511.5761079459,1863811.05122829,2998521.5165154,722341.902653027,183913.124556516,2878943.26058631,5440595.26023395,1227087.02202609,109962.004564073,265110.186400009,513852.001330263,410453.727365259,185476.238374703,219150.696248678,783259.844467207,194942.864962758,636555.259922388,2329389.78462823,223374.482114246
"P00845",190531.119166471,81986.2498270784,14298704.8975548,9428696.39572351,261165.341559921,478039.689287679,24039354.1148514,19099923.4019117,4204100.62390185,169832.178118726,392568.560666459,607411.474156535,303341.628381997,173578.509109216,171679.076130889,387260.284392693,205793.943348523,1329889.24660211,5678458.10236542,215703.683021721
"P00846",9469.27922355006,108220.672862663,546399.692312484,1910464.30195991,280075.325590446,32925.1491231174,2626796.9856302,319804.416483796,368176.983652231,301423.586488831,30511.7804953746,369899.591370664,478462.996550542,215172.077837807,16642.4968751818,166489.632768721,177912.918531164,137907.529202242,55605.6269548328,170916.803703527
"P00847",32028.4841448638,76125.2653574684,1930667.09536942,753185.659391168,333091.536580664,181733.117873584,2109209.57657123,404045.591156617,1562761.64793001,195409.299351072,445965.312581782,566078.586605453,473609.723710583,221755.525409346,965913.584085882,144285.804136969,173379.18135011,1328653.4961785,281769.451284703,176298.228813775
"P00848",18205.0869379692,101758.979894028,116378.863957544,236167.633103232,708065.17767347,72824.3901726026,1426321.1261532,76773.8827191568,146252.765326086,295868.545586263,11188.6409680527,388888.015173117,479489.175960873,221340.420571101,89159.9734559287,12821.2246571476,162507.753630231,459698.526733784,16725.0142664542,122103.95003231
"P00849",31097.3328969383,101568.801254593,76817.361674262,125435.827350095,429369.182448967,113041.332488045,203431.832188278,635131.511000134,1220557.16105477,285822.391399351,121529.005382574,520138.312343493,447734.256048245,205286.481494624,46054.8580622345,293582.343435283,168665.237390358,305680.27720683,292151.997983674,150570.278363447
"P00850",17268.7416695329,115701.110790786,27134.4042655445,381242.527334897,102464.82896667,91953.0868509955,239933.34500516,90850.5446355966,298492.77448715,325148.880833378,12697.0994231687,343346.932411583,444750.213250837,210147.237172726,3387.39435711324,8360.47307784003,176083.134533598,243862.555382439,42820.8845462088,83042.0442676206
"P00851",25219.7772536186,112297.342750808,261831.726089586,557079.105220631,351069.236872864,52094.7576397055,1293186.52479981,309028.620086373,2870156.27922056,252573.900144285,156078.088326532,484329.540983018,479360.287752514,162295.213214476,54733.245491922,128828.829122386,185335.203609015,401718.716933973,617302.028821761,164825.134989142
"P00852",133149.668064815,71414.2767628745,1331502.2692211,17306324.5412724,3807288.00925659,190116.685620788,15029712.2373773,6273169.44251804,2908372.30355299,159828.540844569,568442.501793583,499794.904054313,295775.166459102,120105.50629665,108719.983193405,552115.748746966,206971.118444004,993671.686333294,1197489.62530423,243685.917271075
"P00853",209914.942508616,53912.5396263115,7263859.21642544,13933296.2072242,3227553.88435953,441620.056290446,5728006.87274706,10871760.9437426,10935351.2490891,113124.678582978,4546020.92382534,589570.925804158,232799.386684849,134247.553138281,447789.785529342,2754685.04282971,197121.757274645,3352127.58527584,2010628.35021358,249923.610138017
"P00854",175789.260209421,60052.326151118,4419948.45919051,42655339.9529309,13001236.1662127,333055.11295358,4346740.00392246,5056406.40102219,4728857.98186865,172284.961910357,1117346.45283638,562912.583304118,429955.735139828,111717.656713211,617502.687965938,789086.936915083,200733.743713013,2618991.44837924,12854911.8335151,216182.762530389
"P00855",116126.320778545,70865.9651880996,18842777.2908536,5288314.80098336,3322306.73088855,124352.836696664,8843692.19942524,2561754.78303635,1505394.92089695,157691.124095887,1883926.69067832,593303.06898669,432894.932985825,140233.253256285,72282.76446328,993758.208395539,205683.140969175,1886305.9972743,230842.778880744,197315.670789647
"P00856",221642.095543,39407.6779246459,1551751.83793764,7651393.29812093,13711387.4406631,1373098.74530979,10928405.2925887,15710615.8534643,7237997.24788221,62974.1826928487,942740.808239748,593732.080118863,299256.073914765,113406.564174538,5527247.23860311,2868162.45334932,203167.900020714,9822679.60662384,11907937.6833754,211334.156286691
"P00857",133255.473021772,82882.2749038906,5884400.2864479,5926987.6716341,4499418.10669318,204758.624836151,11928187.5587588,8645563.49092296,1479630.23434955,175615.717373545,256210.563752453,538332.193397483,417641.507548971,143738.32940979,220329.878138523,97730.7745039697,201757.73006809,1667360.72549609,4164532.14971335,184767.219952705
"P00858",9811.30299094666,99746.167999018,11172.7425060852,173905.312160415,147803.214035719,18144.1242467003,51097.0550180189,19345.5386697706,167848.548029811,297044.780952576,218135.050758847,404979.551881082,456386.634896083,197789.472449262,9852.91729511882,8347.08757213581,128667.388850097,244212.537263158,11171.3515252169,75195.5194305241
"P00859",348512.894747059,78187.8610456969,2672257.79459688,5883285.60076412,29444799.7221282,511871.773390345,28341322.6477848,17172746.8676084,3483480.0605221,93740.751308315,1185433.1458233,596982.446791309,412179.590190722,209720.066836295,19941224.8346127,980704.458485973,194399.586196773,14286308.2672723,52694064.1599042,189131.992833664
"P00860",3739930.0983746,27594.610072684,73157111.2410666,84578297.9288372,21529157.1373431,2157209.08348179,77070315.3956802,173172005.897686,28891853.7943414,69376.9024908298,14904529.0773887,614699.969004367,223844.940952626,93973.168058368,26876666.326204,30024633.5407634,206877.533132818,14425212.6199579,60129781.312176,300994.673959054
"P00861",33021.2880303581,111291.676583571,473188.908394024,1018997.55186626,260807.30976732,49467.4690642249,605511.582049687,82102.3724050167,398450.282446733,317951.828535825,25737.7266777327,446368.062398903,464141.435494187,192377.652016447,18224.3274841345,50380.6129889911,192740.082106781,219897.250822307,23047.7217160283,168217.384948034
"P00862",318756.719668161,45356.2893341985,1216157.84209626,1344500.67792934,8712295.93716799,964042.413697332,2488765.92449554,2236891.52225234,5698081.83787384,63053.5597816303,2670233.54744452,594824.416671969,373440.807505382,203926.769857412,4570067.66337615,17901008.1193652,198654.115218293,10652293.933577,81919993.1613025,277101.603127332
"P00863",1734646.08892711,36667.6287743356,105971088.014207,140006621.057567,22383438.1068841,7307054.51680684,1086376563.40057,533597284.561878,19530500.5879093,42103.378842586,27614223.781762,622753.513821784,243779.968890774,124249.449287883,7240814.47266005,75681786.6079936,206611.093609672,18305366.8316474,264921899.629628,211037.431141837
"P00864",138139.456979278,59375.7252118149,1878884.01102082,1489325.86147672,1631945.19336216,774679.381094711,11715404.533004,8814998.13427049,5782003.84323042,59383.2463966709,666140.826492925,590424.883120696,309967.424850893,131869.044625476,273566.566574767,1624336.02918093,198576.598017954,2653939.24866844,55691413.8132119,214999.255140615
"P00865",8574.5075594817,108120.21133291,41623.9598165601,7464867.28162772,655103.894468667,17811.4386196818,2174522.44989641,70895.7450575438,942180.697415265,298695.684833392,30431.807206787,466270.047045246,474811.492187115,179859.202852398,3213.3401960059,108572.530203102,199967.893043784,82380.9291791917,212011.025080939,158529.758523492
"P00866",45114.220790643,112755.370829828,291623.274675629,1804194.75894485,1100515.81186119,156213.235847156,908847.021516634,2351600.95051176,2033072.80846185,206366.967473661,491689.916064222,450215.027525492,453522.415242786,222278.057421369,134596.967752325,57701.7222849703,191362.536508261,417343.099510745,329008.57678095,108539.777205487
"P00867",10129.9410075428,112358.692951886,38625.220951329,714243.186575882,193923.960594782,76129.7199708526,2357850.03032726,258977.481904633,261626.911159988,325389.124263049,104419.022061413,378841.088920774,463118.648261033,222790.118892092,9324.63497718676,270044.654387393,173418.587308425,203310.894435954,25602.7516946866,108691.893516237
"P00868",323886.946086003,58774.9011542804,11166483.7051187,414630.362635511,1742557.16459111,527108.321927847,5266839.40659307,4885196.36676699,3395125.19952712,101612.919985177,1751082.4390639,601217.253056846,361265.633944513,199287.597168447,2435489.37657632,2563882.16945499,196501.371356889,6911075.41483341,4438336.61392863,182658.960447977
"P00869",562129.508130382,27933.0451709198,257136799.522061,35253601.5262998,17178028.0727306,2465405.58981321,205079248.464737,320269355.931764,11412200.2224091,73038.956921282,87324281.0140804,642118.205520831,259694.840900561,116953.962446869,11996707.6841239,36320798.0388124,206626.347332409,19221106.3528599,184786051.457146,307629.577041138
"P00870",251703.286735149,44359.4177508396,30040223.0706995,4403748.319678,8757174.29546612,1273415.74155174,47788253.8369258,21943410.6005136,20516101.9371582,88686.8999108555,9844879.39432202,625954.785562231,274710.088296991,138116.929459626,2098656.42547233,6214307.37020535,205753.66838516,19482687.0190895,69152720.0530955,292820.641652316
"P00871",135464.441049564,64695.9030191539,2358338.10306168,58525128.6061617,10256281.2644193,303850.053101639,10103926.1630996,5676403.48912355,2546514.21774193,189413.582426078,1447796.64573972,556547.74739661,385275.720582986,136903.50911053,95689.3592529842,23160936.6466756,197236.86549986,1906775.6732478,3641728.81869448,206144.954547633
"P00872",663973.789712307,111061.574742364,16454693.8564685,983048.718325286,6889568.51286217,78952.23601661,99818481.9778656,151251.833029183,16619968.2046723,276289.83471274,64479184.4646263,414885.973391277,161916.74002584,123066.212066165,585005.705657705,291780.757650546,203549.037741317,654099.948143518,7906369.19078829,165911.864189032
"P00873",53197.5564338008,110091.471240603,54009.7356758718,417098.291271528,167040.109562686,267593.044946065,488546.281076214,177149.472828311,637428.091663619,165048.939700424,282595.695483671,533425.789019017,430374.297900309,220330.684730426,34931.2281165032,54800.7113608852,126262.568026906,193482.57465594,67860.3319339533,102323.720516347
"P00874",47873.4885702641,117724.222179255,10830.4433776442,821904.170698702,198432.817995117,106083.006276521,220303.983532131,134798.826246449,774914.581947665,307834.928592749,293480.875973368,362388.913486854,479493.626375261,223125.695388892,44426.3959800876,161236.080965689,176929.324190597,594901.421393583,19905.7831429122,130602.079565074
"P00875",214278.206421309,59695.5028361782,2218706.8356174,1149111.49606623,4236661.31991908,436576.067500474,5520604.30499051,6303484.93872,4401288.43090421,67597.6021223119,391616.375107858,614150.854228536,444364.495254032,131922.172521058,2262854.34317671,8848904.69514295,203798.711859269,5366493.59617915,9562959.22687491,219746.9326117
"P00876",44866.9498098563,97061.0767672185,1470294.28001428,2797092.96740286,520538.138213686,113074.600719825,454059.593088006,252938.485707417,1244167.06633161,214657.538910972,209276.231691763,455514.111485657,338229.409680178,192627.878309187,17792.2250665651,292452.719207787,159518.283787694,500430.364915339,1721910.02363245,185813.025095235
"P00877",114959.814594102,99255.1250902014,223709.034506141,531414.004767642,571528.658866543,82674.3600521101,970118.886396569,215204.284737939,821014.908006001,244230.97750351,27963.9224078926,412530.099059689,446746.926421392,196652.096133704,72184.3911013519,302087.218379543,195121.911649137,513949.979099282,263642.437291093,141287.867645392
"P00878",57151.1884776012,111509.361682726,395483.805451767,427236.54922423,456811.31917407,34545.620139235,565845.451151322,354654.699316921,1545333.52775644,244589.454291964,291090.9941853,482705.354310692,436773.346087506,201805.653462129,4305.24037545619,95241.0557007525,161237.308528368,253670.527578187,112508.892220584,112467.023897638
"P00879",5859.4803018536,88569.8127228681,1525.83318269701,52550.8033450759,7364.57333362813,4145.5913624082,14175.1517325528,17251.2837637615,86051.290431661,188485.833186984,4467.66752452933,207296.529120234,395692.355499245,204414.54543721,526.374033922762,1096.46964348578,81988.0962264799,11756.0095698437,2402.27165495673,42274.2752829048
"P00880",285060.82597845,41017.8078992889,75983131.0604898,21929203.1893503,8037489.49053489,393693.016273672,12299072.2898214,166000337.635906,4855061.09412165,145132.361619656,2083752.56915889,582360.745076419,358510.478392017,129402.1451954,4393618.15383355,14118350.961385,206137.570863616,5252483.65861767,62348766.1484398,269434.392780012
"P00881",133399.418064329,36063.772512966,21855834.5659254,1542184.92315241,6636930.80354033,908058.85413131,104587239.280932,25623693.0772295,4618288.51626961,78059.3683153745,5032047.34497438,591888.038278922,230323.805051261,166988.69967249,6290664.54598809,6718555.23152261,206605.35466624,3120016.0837659,6107573.92468877,228551.06461446
"P00882",6977.40210221652,114374.000702119,6271.97750381951,215012.466014573,48114.6755174812,8609.85995431556,39068.1015712704,69924.6207766175,585296.84626502,325346.615993374,9624.94898944348,283075.616091954,428967.718956122,222807.569830926,3572.48686563069,3949.97561055588,145728.436397103,158676.42315522,11612.915164457,116526.272790431
"P00883",369349.62005957,45935.6767438414,77570351.4168746,6660535.23154778,7974055.72752622,3416277.4882664,69545322.6920391,6725881.1738241,4927336.83859126,35457.5726827832,2123672.11586804,647084.359472919,347130.147391791,153683.033795907,9203892.32217025,11277915.9775968,206929.844749327,29182518.4413028,191177023.767725,245713.117728942
"P00884",79256.7839524568,70505.7402599396,738112.885738777,7346223.91564552,1374008.27704724,161528.816993474,20253576.4857618,4349289.17522282,3011447.09449738,159719.159225904,909446.68659566,543323.118229158,306706.786612941,160417.109004237,32003.399303833,349448.498622587,197050.876850503,2751551.77187323,815320.876739297,219146.037727084
"P00885",179341.405470321,59097.1400393939,168157.456569416,1602555.29325175,1051129.3756065,232205.493347783,10515073.6470146,2431356.33428617,3473232.98492398,146030.258397272,637673.065874463,601965.762894992,477607.700914623,207625.540829433,1186598.20202874,1065876.16376916,201779.67142066,1476831.29612777,1396336.13922369,222458.864617173
"P00886",26908.2056152724,72849.788075351,449169.394604715,1493193.97226453,400260.422552236,41128.2782779271,2418830.91835604,309863.814275816,4974721.33841533,199954.612867475,92671.5528818875,506462.313883421,473953.069230083,177316.505047221,37954.3474417601,132982.514679521,178459.675159433,309795.206637461,270970.517418828,158704.46342972
"P00887",7039.66786108255,105177.032039956,3845.27792722389,81883.3892840995,57485.5813178731,10687.2900739302,130771.122323823,20761.8995813955,294920.911237819,307487.872731617,1811.01570739178,289428.605347754,465658.220476319,218308.698711765,2089.63713349398,10804.4563702005,127581.890918367,47142.2358349449,6859.42744872558,85937.1489177291
"P00888",2395.22182611391,100901.429405468,1744.33164137414,28865.8644531831,16743.101466653,4058.87823405263,67555.2109349505,8858.51421599267,107950.942001436,268233.546860011,1360.10322972513,186796.533000794,327696.076443651,117550.802546779,1616.34317696585,1550.6654755746,126846.982463098,25882.2085011185,1691.72250652137,62742.9754931629
"P00889",12203.5647234343,117811.944389124,59353.75749419,2083608.66318007,1017716.94488642,43366.957191739,1797708.77683962,288318.082905668,663218.305004556,312280.239862494,69745.3032762085,348422.575882283,454925.723872939,221258.765273033,63620.5309684038,10065.1238848359,202446.143014145,195455.460341266,210539.367118467,98410.2443010044
"P00890",173799.314880315,56133.8352623209,4079209.06340223,199341137.866683,2873791.80083578,231444.4989075,85229692.1768382,15108164.629008,14535762.0306158,104725.890975142,1898662.40261322,560224.843228763,322803.562103776,132092.948239679,231319.112911039,1937532.80780522,206606.389965033,1381949.98754073,4244223.62750963,243293.679955177
"P00891",86280.1715302281,85622.414676329,616730.833804185,1907773.32165813,3081828.70944963,56105.5702561719,7483636.17106875,2936344.06201254,1778559.78177904,170886.014825963,909684.725142052,563542.276890271,386329.791375862,133552.841092451,41667.2825909776,845915.226213505,205108.091853177,702726.606931079,173439.114011969,200487.748952076
"P00892",1099053.39145298,54663.7091032339,35694422.4471103,49893128.5325114,14734181.905643,3771877.67752361,51867370.5778071,471419901.506405,10417002.0183089,73504.9957839577,62943960.3183545,653481.584963838,221590.981084488,103373.346405479,3158260.72308588,10992517.2746711,203302.241138576,20950971.2069869,3100612.20076073,270400.915862209
"P00893",60920.5915968734,96705.4964030444,6385418.11850939,101057830.803274,3094187.66908418,92794.5554450533,10675139.7460008,15787996.6034646,2523738.29373473,234218.426364337,408392.894206619,547032.934504896,314027.982050957,105334.330474316,60093.1766356767,753638.556918687,206979.824386252,230661.202545869,20047.5075066884,214335.165962744
"P00894",23519.2245756313,83331.9171268236,3129422.42386123,1634492.96398957,952037.073822805,103864.246794617,2254093.52403073,174094.067374763,1120714.61944069,187786.522302239,89691.2285768285,510147.735003662,458039.511525975,219832.812588006,159501.426206593,81779.0109741804,176379.789418205,2433726.73944258,156063.900782835,178665.735200536
"P00895",30510.7341645713,104345.59267864,225828.933428471,284218.451049952,667063.621394713,38942.8723547524,849360.455831522,221774.634827996,837806.311544558,318516.463427999,121169.311417038,468354.647554811,455492.870426961,221739.581626052,12064.1268985039,242118.74785837,167271.670552613,611340.088641194,289408.619849844,122961.599963677
"P00896",277625.661985079,36564.2898744739,70718715.5139191,4754565.38236482,1991957.66645126,694919.369097753,43942713.4427184,10932991.677523,2474058.02061283,83094.3571374365,5218232.08899947,570440.278050452,253417.934451411,96792.7342544183,1419824.58130886,1055870.7836258,206355.317366991,4501482.70542811,15455079.5277522,268964.396948009
"P00897",129447.63414802,86062.8980691652,12893789.3142578,167173.89628555,660691.338579428,824814.552386774,597730.185111409,810568.326135736,1054039.44221546,214404.352143268,99899.5461127468,558880.16320029,449825.756218278,208268.65144914,224496.461936216,2238008.44788199,154053.133514286,2012995.24777246,997039.513347569,150303.481015648
"P00898",2885.91024403308,111300.568427177,3388.75550166154,380035.688706234,20201.2740847493,4281.23932383043,42391.8647722301,34880.8777165158,97776.4220062934,232878.135575892,9790.40941676546,170888.959079432,391542.099372697,223080.988072306,525.019276687258,8194.77412153707,110574.907453833,13183.6780006094,1388.83302487782,53529.5347961415
"P00899",86513.9205710902,56784.717158761,701236.995591416,1248381.06743656,1544924.6387711,563057.128261892,2028530.51573802,2557516.8941945,1139808.03713243,113967.443681279,534818.709834876,531635.685739114,455125.444686289,171088.19715457,78111.4476058899,801133.204442026,206563.55023682,1758930.8641453,982974.894989598,165399.031251834
"P00900",10194.2801352398,91656.8481432182,5880.85546157092,160637.242407326,19789.8019624168,12103.5399024634,71716.6473471477,27122.0607454195,134853.34785066,300515.189247846,3056.20210679155,143319.956140881,449238.807855965,222830.369532031,1972.2061531553,17375.0525963667,68405.6967112235,29304.7110843455,4863.41817349599,61991.1006813419
"P00901",47820.5195730374,86711.877508196,584973.143968877,13400502.7082415,2813689.12237963,174437.044129034,3314806.99221587,8062154.12066642,2256200.19542092,231943.63098279,612112.925246297,455741.789994163,341197.562474212,180088.185705829,60038.2948489733,298778.203405966,206667.025657124,571456.11178056,467723.636236098,167070.02283632
"P00902",183082.850786662,58338.489963317,1141013.75683876,861377.687091161,11106023.7566181,119186.111711843,3644115.7683759,3192514.04908517,7018946.38885962,108085.045990496,535090.232615038,534077.779304761,433962.498275187,220915.96109483,800732.325694406,836251.229124139,181078.269980238,4544471.90944226,700823.35217915,206193.255828246
"P00903",3894.93218033791,118153.763918474,26383.8834133908,1037545.58418526,217725.135985932,23577.4741630751,306354.495750221,425709.643723647,156876.598382371,324960.224231388,16792.8986917334,319876.459517255,474795.660617073,208586.06495073,7240.92946970306,96614.87499473,153412.389380733,84441.4941623976,3743.46008789132,114589.098635175
"P00904",139698.697900693,70765.17434122,1323520.26349669,17938320.9703841,4199396.0040911,290942.38398687,18052370.1152278,11663022.8838761,3543604.31481164,115202.966784758,852191.077445809,590940.419387348,349673.370623362,113409.933997661,375834.739690756,7475004.38857351,206476.990374787,443761.037566916,1499860.87144369,267305.80194566
"P00905",318460.78889776,70368.6003804934,3484734.2530987,12378005.4180338,1000029.84588775,447398.157677105,94668446.9946458,70755926.2801245,12459669.7159656,122197.330668538,1933674.39573498,589673.252484583,349030.671579811,98051.7057526453,3488339.69188987,1872206.61311331,206682.432036832,4825400.05691427,98280510.0554888,227220.353301046
"P00906",11202.4597161698,116405.292002349,11947.1181418564,864681.342739176,332538.975131207,92563.4744837161,387619.569614338,864905.609997411,979441.914178093,257329.214370176,70040.7304208828,479432.461376789,474692.616595786,221591.048001744,28585.1742475518,112022.633590259,185491.727018151,141373.458425328,24565.9310771275,126887.317816484
"P00907",17556042.1774748,26114.7297723092,235167158883.353,1953542151.29858,924574148.714922,125100896.337674,14463565751.1051,6978922659.73522,831003469.304567,15270.0897255713,2786446446.64189,908915.051227786,95804.1360761901,56859.9267595305,1363802296.09875,79943059727.3248,206658.885113642,1810803727.43532,17124342020.8958,736761.398767051
"P00908",143966.772336876,68669.9278731286,3592082.33715345,1087556.51671929,1107149.91082052,394655.447376203,1067909.66378905,4246348.03597735,3479792.85286335,144740.718564966,247269.662423919,567554.495692976,402122.029430987,209335.980145638,221051.773139457,4176358.2672579,202718.332926891,1615629.58305079,3000903.35680122,191555.809728387
"P00909",15513.5355971791,118316.898451105,20683.3915405795,227026.088395366,129572.680261929,22695.429643253,156417.989190672,154547.77954629,260878.16634326,308948.025713568,10164.3748594634,248681.925622062,429382.377757292,205327.488247682,8819.60827276423,87362.0910702285,198169.948533095,119532.715202994,8961.19262436962,95136.2641164462
"P00910",8218162.08703551,23765.3568516492,99237130690.0207,836019403.74677,480550137.025798,35473658.9528611,1678933439.39372,3925707878.34084,181052167.308688,28883.6604780445,1325110224.3041,792100.681047235,116530.872743873,57475.94908663,36634351.4631025,573192728.629638,203001.811748789,179797915.444794,8802654491.7235,990539.483298036
"P00911",5370.01368839166,102729.481726402,26522.6494730997,240385.27655719,228944.574188085,13440.3810615963,250654.071051899,75188.2733378231,187587.757294466,265139.907180768,34709.2919199529,340863.26019261,479368.21351882,219714.049431287,14853.0298003734,16538.7902476556,160746.983352421,67756.559917358,13164.4891604624,116395.46431004
"P00912",43238.2024642301,89675.4919838921,1057311.22041368,644970.017935714,435625.449710921,212539.745005288,1854527.40240845,349709.334135162,2450737.6158888,200893.638873758,17459.740628301,515568.003640461,455473.599255401,216337.58786817,263118.550367241,428777.574627731,188310.396236879,5983454.23580568,611788.707050141,191490.688886855
"P00913",12427387.9369394,23137.8150670959,41013825716.0064,1599003912.22127,1203550196.68017,28889180.390306,12003523580.0561,8102341614.91274,146509894.697598,19039.7745717461,1954236938.07083,767764.633432465,102020.518077924,58014.6788657872,549920675.761624,7133133370.99153,207807.566529737,1120940745.4755,10739317941.7635,1391028.66689516
"P00914",66969.3740939176,77512.0428213512,1377233.27405047,38798474.5584112,1213568.9848653,664093.726590754,2907321.19126133,1691242.85676744,2015457.61023515,161869.436429689,137830.494003214,547420.367405964,320167.900967079,164104.635944058,326287.531419156,1792804.22442456,201294.38400022,913637.679639215,1027497.61655256,182384.104588099
"P00915",18938.296521839,112044.777297496,13098.470500079,407156.358749013,249541.315294696,76145.4700170238,293718.647273827,67532.75294894,77701.9623631541,173370.016851405,5424.11503453422,498642.872227439,464264.476655291,216266.395273445,27650.2171536945,239148.653273667,169617.727538447,1342590.33757626,55203.5075973412,128504.873833533
"P00916",947646.646788211,39335.9544895815,893239965.637945,37226417.6264606,53793691.8634344,8750735.22916855,95992992.317379,373270736.23942,6194518.36050469,76223.7359341315,16319722.0152643,656069.700838683,154216.779980627,109252.088184128,10458798.3459649,38033373.5008481,204147.344403732,20161454.0254629,18864812.8412718,298339.64467505
"P00917",47257.5606978097,117741.327194966,25434.1702199806,1524497.32568699,1015786.24793687,59519.1009196586,408374.797340385,318763.699902433,660684.817671488,232082.129456703,71640.4113074211,467405.739928806,475056.789132202,199683.642957063,54373.8575367246,586656.349833192,174805.423404841,543834.786113715,355404.901383325,160646.368906763
"P00918",37885.6331839864,89604.01691982,88575.6672010745,1930874.97588033,274813.478304791,153714.249353198,1157059.34562094,581270.540291191,705531.325771785,247244.336388345,468603.662023725,448126.554939079,433992.763530656,221493.793787211,26878.4402624202,283312.166240998,184102.762596528,743071.2298717,45584.9317137113,87368.1747665627
"P00919",27444.4648755038,111611.632040301,477826.196769037,340970.005740195,287590.500717751,18616.514798136,940785.266587355,1240867.35904183,429052.102697926,213897.458424387,598932.161847077,398778.79042052,479330.514607123,211289.240182403,12261.7018806359,250124.07377329,195837.02307305,689363.102512546,46341.6835702257,124646.239158273
"P00920",33103.4957604017,97480.6127763083,709174.083191788,1348200.33830269,512028.531406615,183272.117348355,619605.70799344,5360766.79307297,968832.458141458,186557.735323777,77202.071860695,489267.411539736,451222.112210327,214899.180549544,391945.865078916,55156.7168027945,151492.536211843,846817.282495032,392596.754826373,130820.675134938
