"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_1","G1_2","G2_3","G1_4","G2_5"
"P04288",1486172.68524457,125574.630110535,54649.5592994789,501695.84975545,21790.9131316471,28884.5346113277,27187.3140080675,234446.310480231,21916.2330596273,32030.8408297422
"P04289",860824.947101171,143066.09412726,70780.8608896839,304552.063255768,22750.3524539784,19957.5769548069,26716.8982163681,159892.549693987,18848.9636756924,23619.4702246573
"P04290",529343.971027998,26758.3070915596,213746.671127905,2567878.21378125,23946.6151699339,152617.256627003,24614.5520936619,1265240.00186045,18732.4955673671,11392.7629468904
"P04291",1064054.19573311,144460.287587713,23499.5734331958,415549.602119729,19461.595038833,16381.03944277,27525.3797500622,133472.926961136,31363.4127204301,63319.963517544
"P04292",1533936.62312395,70442.7274261633,32712.5554274571,3514918.93231829,18486.4886989262,288842.316742503,26487.3531700266,1189393.2442324,40114.8815773928,48947.0118537885
"P04293",653655.68290407,24774.8351262751,104382.998727242,2306275.25754918,25026.5576382381,106856.885860981,24867.8217084882,2230929.24039791,16174.3587577546,14981.8605297337
"P04294",2322492.75569626,240230.496583091,26770.6020586303,204404.254466602,19331.0739752469,22568.6680832325,27600.3847501361,66677.1531109616,44817.2279406056,71439.5639864802
"P04295",1858551.56515535,343550.201801105,13698.0603671586,288686.798311043,17679.7084307362,23922.2926085047,27742.4672196759,54272.0896127675,40453.4228889086,83761.6145389084
"P04296",2768303.83309663,531656.18642036,14800.8376990736,55637.2247985725,17785.006165115,3344.37108516887,27907.6418778297,3906.200429316,38131.4604930049,50209.536023946
"P04297",1650060.50391731,86750.1328519097,30747.1854166503,742756.660996091,20644.5722317816,67872.535221166,27179.5792941458,591607.07593293,44663.2987775748,41128.2910264896
"P04298",512138.52140113,30523.7883083234,233390.460904479,2379403.32306261,27979.5695117932,107012.743106858,24481.0529766256,2289652.08945623,12943.3529848471,9275.24744441055
"P04299",3243883.9787743,79298.313164872,9268.29222997343,3103683.51206195,15583.5761837531,164851.660742873,27928.6723402061,533201.384787438,87238.5824103134,157392.271924095
"P04300",839448.952716164,27605.4350751541,101394.297125823,3227009.7917803,22846.0396982279,232462.13901912,25870.3325412604,1875017.93775804,31150.742567736,37410.0498839559
"P04301",503276.395217872,28436.6494806691,200816.218093046,2043294.9780227,27476.1014692786,121168.705100175,23906.063741436,3328973.48583039,10770.1954299537,11017.7722575262
"P04302",181419.053215261,4355.3351321456,856182.517267793,7872779.34251361,36592.0612973161,432687.539137557,21194.8943231825,28004975.6844186,4060.47556855898,3230.71900797219
"P04303",3082824.09725722,116750.434925054,14891.3432582813,1184662.02393063,17156.845716016,115078.347438497,27932.3783020221,238964.610787222,80640.0644730877,121652.514520489
"P04304",320988.848434316,11434.3318326543,587553.475725926,2657514.50119888,32448.8085800648,240117.047916486,22852.0651541085,9750278.1024073,6143.51978806682,7271.40146072426
"P04305",1529743.95256232,116381.178925712,26597.829869802,777198.971142186,19033.3775039328,45011.3227737757,27651.5196681808,146137.987554904,40626.6401724941,64851.8446056757
"P04306",4310423.1213614,684275.816005037,6084.34146769411,51784.3130356303,12810.5065043872,6500.08731182853,27026.8375611072,3133.71344032885,80435.6207378558,168087.66080009
"P04307",853224.975290508,50941.4134432997,56040.0257272852,1445978.62908164,23422.0429768031,188968.038603829,26156.4797587325,606202.865015852,25330.2752694961,24609.9524183974
"P04308",3298763.43311836,285718.335345891,15377.923625905,146628.549265524,16999.6779192543,13950.4561405079,27888.3317748023,25683.9734775341,69669.8820018525,100721.122757735
"P04309",4647006.44878309,870125.128475464,3790.60895980586,28610.2196418422,10214.8999740957,4397.33244798792,23339.7563301239,2809.35765002112,91254.9769462189,173012.904286618
"P04310",2948799.5638629,783922.249048266,18649.9779410567,25655.792362769,18827.077653036,2187.00508317469,27923.6788164985,3299.44531957286,21900.9495828868,39245.8191642746
"P04311",1515749.18232971,177808.113514038,29875.6694691798,289678.703926416,18620.8270747207,19970.0438965288,27689.3278813705,72939.3041449896,37796.2860424033,43761.5625692382
"P04312",1701987.71247283,174102.709582716,40870.9465068231,708121.221435765,22378.2257212805,55207.2246768911,26959.9717995682,214743.535101785,34070.6626939856,49685.2826608253
"P04313",2772305.23975338,366972.894455729,19606.2032929598,146428.338511912,18450.4679405174,10109.5450217476,27890.9610775556,23872.1989353385,48386.8023393843,80016.7773618617
"P04314",180518.505546412,6084.55715044913,1001525.47486255,7175011.32634253,50111.3493994233,456405.486451084,20535.3053400389,58638812.0376814,1728.09922548615,2493.42876077144
"P04315",704875.786271722,68138.4080329053,54739.9763099828,1716928.02388624,23573.3756378693,163613.645656554,25564.5520114281,1020253.01109189,28450.3398733142,19392.7137284559
"P04316",3897708.6207581,665048.251739308,7491.96034950081,47179.273909737,16360.4407079399,3426.4079278869,27673.0542873529,4582.53781859777,46857.7594174438,117949.312271263
"P04317",1911470.60626283,181710.446336536,20367.0001047583,316966.796340528,18441.5660577453,37929.7746722895,27647.9632146081,100037.233016434,37349.525549824,73200.6366515673
"P04318",3249468.41004304,613686.476164832,27845.6796337765,233790.872558148,17015.3213979265,8566.94189690609,27891.9802271663,8990.54319026341,43376.5368584595,75414.9719805267
"P04319",850570.990690056,84180.6837084583,120688.965715309,265293.284569616,24292.9972813116,23413.0482940966,26334.905908212,58094.3082152781,12265.7955163466,19437.1632060886
"P04320",1766582.87816277,434900.519774812,20306.0116393194,70140.4869448685,18866.8501497571,7389.24766846568,27724.9475935346,8868.01657134784,26254.9001665172,39397.1323456709
"P04321",2169816.55458061,159945.276836286,38446.0602500164,639576.046320915,18679.9934181915,41920.3696281399,27694.3251083411,328864.847793181,40717.8086788186,53172.4246015748
"P04322",1619454.30777212,47612.11376932,29327.0023823702,3242842.84389094,18965.9360428835,290686.137732042,27056.1981839134,783023.748766996,50459.2066917424,75068.6117204153
"P04323",590488.866439017,23674.831688728,118300.27869522,1714854.55499613,23842.1885327408,176261.484821822,25826.9128746449,4329855.67338728,15677.5809812345,15166.8845266764
"P04324",4131156.01752825,178327.678266235,8373.35998104546,552194.915891877,13274.4750928506,63388.8455636515,27427.3048773917,47765.785234334,94422.8421736035,175584.677108354
"P04325",3405738.93751907,704635.607814686,9056.57395673053,57530.0639053869,14776.7122499033,4106.42440446687,27847.3007728548,5402.44450749718,65363.8289152544,133997.409898074
"P04326",2284579.92782735,269466.138734874,25633.7322765157,169204.021085273,17057.1126171424,12794.1952269971,27901.2107285245,28735.5462314345,38810.5017787667,61158.1875865735
"P04327",226004.075779973,6061.09324581859,474970.489377953,7484848.88828814,33007.8038288994,387150.570807339,23103.7068121123,16913724.9415473,5387.82542655234,4401.76598824215
"P04328",711887.065885587,32448.9156476394,93795.1150325605,3029225.20929111,24496.4594680193,161334.095190321,26040.7789446742,752131.071324736,15160.5399007309,22044.8618257266
"P04329",3744887.9048007,927809.259618907,2126.63281368,48592.6331998178,7566.76259067193,5876.19480540195,22552.3192698716,1122.54323790257,98246.9968442521,179429.408203224
"P04330",257151.677596133,13456.7052994943,644377.941524149,1490857.30928963,36292.565844536,97855.569670621,22786.6826270862,4978616.10917626,4362.58426793763,3641.09012469951
"P04331",566765.602595253,20685.8215027179,103606.798256293,2130807.27960496,26260.7098648327,111364.435476636,24810.9297698943,2229307.41083467,14721.1568959806,21122.3176934128
"P04332",384323.78222123,7751.90661873771,272429.886449761,11430101.6550068,27469.2010830304,689839.950998568,23307.2527776338,13702435.1999882,8714.75694291178,10128.1755188501
"P04333",1407338.83494486,264451.024356342,50940.3122624654,335592.57021459,21752.0944131036,19944.778754363,26799.0465376051,102694.344993254,21792.9682526716,23412.4119136101
"P04334",1646937.09335345,156311.809078332,34637.6762499292,771195.490997885,20076.0806391279,30883.6869347749,26826.6586766234,91228.6859281053,34871.9171581629,45124.4328008753
"P04335",383211.192410334,472469.743044671,247365.384607449,53749.7678770752,28786.8430371215,6648.18016846407,23494.7090710917,3230.85904587635,7790.84583425071,96374.9802304707
"P04336",4377766.78330818,886018.482472552,2053.78895122259,25241.7121561058,8482.95800629697,5628.4020451732,21083.8712935586,878.071774793278,97925.4191682583,178302.277130056
"P04337",3191186.12430146,103770.243298473,7720.47943488238,827337.698000852,15162.1203017235,77559.6909197756,27852.4836052628,137249.862370784,72189.9951962432,161138.731479658
"P04338",263928.683141493,9070.14112662317,459698.893796224,5884463.66595768,32508.9591778966,366923.564803851,21909.9561692994,6698290.82779604,4620.15167271724,4988.48245288327
"P04339",4643583.64198392,751635.498697441,5320.19056978301,74759.2201444187,12346.5215334454,9106.69610176,26234.7603745,3633.42086576816,83086.7353527937,164740.143583118
"P04340",352006.000576419,28163.0921309023,227787.768276416,1308941.957246,29218.7383859494,67545.9483773588,23522.2365489745,1173953.56847542,6149.43624738507,5359.51961307654
"P04341",4418979.68617927,467181.433893075,5040.02270543626,192877.445343056,12355.6686204743,13420.6355821688,26983.1371590061,8262.57401326772,89650.202468924,173791.873420301
"P04342",2568828.29832351,40281.4812216857,18100.2173762997,5387884.56676442,18365.0038367568,254368.64832433,26889.2072726559,765850.936061571,67697.521924661,87181.0179078393
"P04343",2536484.11386354,81868.3808109543,53815.4501633452,345250.101667143,19570.4899786702,23992.6419824205,27890.9572169231,104863.47969735,42112.4387847607,72529.2720847716
"P04344",4476429.8756153,790691.02526441,2100.81287243999,84035.865337753,8450.55177489564,5620.10398529812,23686.3060292444,2713.48674099354,96485.6498326165,156914.703114782
"P04345",4327906.19289143,566027.079631467,5305.32723483165,162866.534450879,14359.4817357796,17692.3800402961,27250.4054605591,11033.2839380308,88800.6414859519,178659.670008366
"P04346",206357.347114363,7240.27401414916,547942.523383788,6184271.70712561,36362.7139597076,259034.690309013,21109.2627364678,14464485.5134396,3741.40640874216,3247.14525185657
"P04347",1327971.28916388,126126.23847937,39293.017798163,240947.030899753,21088.5045042784,18202.8293540437,26497.0926243373,86078.1742723007,20434.9987398261,26939.259369812
"P04348",3937285.7004692,188825.216270031,9177.05600665205,227029.278821458,15851.7393951208,31521.4788962067,27931.5416863351,74137.4312915513,80044.5084008419,131826.958014714
"P04349",1431375.10326656,396323.373232169,23519.9264195178,108718.80444155,20052.692526405,6587.38586873647,27859.113367721,13244.1044954235,27193.2376295312,58449.1891635616
"P04350",1384845.65888502,187444.764323238,39114.6417496176,227295.857160009,19858.8472990189,10914.1028590965,27334.7709542792,18397.4227251411,27197.6631296777,32038.6450597389
"P04351",216612.040989425,4074.49143537864,445892.032442715,29513475.7694997,31200.5400121112,1888038.451584,21235.9004689525,71857474.9081493,7404.49649104257,6176.64397738692
"P04352",1177553.39538212,55480.8755362771,65039.1650343744,1188603.26661872,22419.0456975938,64206.6325047367,26341.0057335327,188629.446826885,25389.537575554,32899.1621390055
"P04353",712969.69777859,52123.7830304748,67868.2347289449,2044003.54733427,23772.0349806167,86747.0731367761,25772.5552932971,1980989.5828621,22509.1803406991,21406.1973059162
"P04354",901493.82581954,28624.7498592102,92605.8876868762,652739.678836413,24696.6758962659,41125.9229644038,25626.3693116361,257007.509082271,16001.0127112618,16394.961814433
"P04355",2379059.05113573,442412.313370632,20655.2326730895,106258.828895713,20374.9265146414,7075.41644103068,27812.060311037,8927.30103868415,34205.9777980779,71541.5162993071
"P04356",534980.016081803,27332.5288734423,98306.6179024553,1329670.8357649,24632.4887065202,62143.227451593,24859.366862164,968262.176736116,12046.4910728423,17323.7272428179
"P04357",1607939.31862903,30557.2591258994,26877.7567966787,2227285.48777645,18348.5790898143,439527.413814567,27593.3391826465,1226024.38636027,59151.6900898034,122003.379753053
"P04358",420167.234807185,17664.8528769754,136133.638106601,1658959.7912911,26163.7425907305,140498.253040766,23856.2754428939,3446455.86759383,10739.9574035733,8718.14768001565
"P04359",3151296.98558873,523173.608588444,10311.8851492076,84702.6721024982,18512.474341385,8510.97292853793,27652.2389523451,7038.96276667101,55357.1876299731,79566.4578267069
"P04360",161646.200129162,2169.48288966499,5414716.97362262,410806456.43923,70803.167076041,48403541.8558746,19396.5913771119,2675127877.78793,1841.12470905293,2245.65016978225
"P04361",385217.151596102,12986.6064779247,184904.268659125,3526584.75326355,27269.3507305388,218318.416522424,23823.4596894832,4322403.68698445,9253.78139700983,10811.5454257854
"P04362",510229.61131221,521956.493611272,237852.412787295,23627.2198867471,27518.0940521458,1056.51343055159,25564.6340328266,6437.04870983891,3337.49352562554,4780.77721345833
"P04363",928619.475685251,71804.1971457792,37272.0581211218,2164862.53826637,22516.0866635336,106028.42743955,26905.3286815345,645635.168251614,23338.8012431132,31384.3307137216
"P04364",3670698.36359178,211297.285528839,1252.0241535159,142816.156928816,7506.60458870539,13061.5509297239,18960.0477502263,31292.1137383311,99543.5398817261,34927.1122748085
"P04365",1637204.00832182,109084.149889122,38782.289148831,686475.434269495,20453.2527918829,53600.2591127746,27068.251424431,157026.961033896,39240.1191755873,60702.9312836044
"P04366",1522420.90252698,77096.646649637,31599.5172065494,457317.763439529,18924.7608390058,79173.2315300011,27523.2981371887,401892.400801696,41168.0289929668,40486.0715241941
"P04367",3283011.57265782,628584.922563037,12462.2690685612,70165.2083721791,16491.0892063521,3721.01239408304,27809.4859625991,5304.3199761597,41368.4146812659,91233.0282978193
"P04368",4199608.56790818,918576.021242263,2288.56906211114,19181.9030654068,7958.36783749666,1827.23180464445,19971.5459811836,804.3047749783,99665.777673218,185933.056285382
"P04369",1833048.93438378,189211.324821207,25871.1678614088,272212.65576329,17832.1484771408,20653.6177842356,27919.5832770932,126515.257560172,56304.1798854987,106897.439009648
"P04370",1032425.03089766,255273.856387143,51418.5801138871,66813.0997781488,24211.4977889864,5076.4114246854,27077.3922220512,8819.41270567284,7312.01913548516,8168.09684000955
"P04371",260503.017357161,24063.3850777554,274295.32103427,1595570.93825143,30428.6317251321,105281.195925378,23526.5789672704,754670.985729476,5960.72136948316,4501.24848648049
"P04372",1871935.71321496,222235.148776957,24159.1513390264,256072.242294028,19514.2297782953,14708.8147480344,27810.516393776,35740.0790133816,40104.2400602328,50825.4050773665
"P04373",547202.972264842,12306.7062032687,114562.33414008,3101358.34311822,23718.6906655107,235392.84470264,23875.2121170013,3043500.78438666,18829.6576413812,21356.0227676142
"P04374",2657131.28593183,189940.388683754,19138.3350906894,438840.565136126,18374.7556619314,21467.6024163915,27635.0936646163,117143.167773729,46421.4128972414,72872.0114032566
"P04375",936700.132595696,61663.3009965081,88461.059770184,1487473.20621517,20562.3893162433,80653.5553595982,26040.5117293904,698178.434738056,23984.5177954764,27699.9440636024
"P04376",677856.384672676,21320.7103672057,75158.6174273001,1951364.77950706,24414.4174996477,151908.749904699,25728.7241622943,909909.61533456,15898.0944258274,24050.6223527603
"P04377",1144974.63130752,237484.902746367,71336.778040872,137675.877190101,22535.3958293934,11748.2223515656,26979.6813441659,50124.717615375,9432.18607441437,14370.8570266436
"P04378",676550.345459369,51316.5436737719,112914.627345988,1542972.62288926,24382.6883046767,133339.459417348,24568.8653386629,1298633.8168056,18232.7664952942,17074.0220887615
"P04379",2130377.15373936,130323.4772293,22195.4712615311,662261.562103197,19095.939090318,65115.1934607806,26856.6317230468,34761.9909525794,54694.8757847274,67861.0632461392
"P04380",2373376.0828489,195137.257459145,26224.8924104229,365302.233940938,19316.8331958911,32344.4837191884,27774.8841768442,57087.6984362847,32942.9663576842,75966.5767053761
"P04381",442352.3215936,10575.5889648189,286873.082049059,4114383.12032162,32509.0834964955,345971.711725967,23329.4855155066,9235271.58222394,9041.68012813432,12820.3552512446
"P04382",2276281.17199483,46183.1329947363,23010.7985572206,2951685.79114058,16573.6366962051,146527.823367823,27678.1800648501,680580.350055323,63187.4780505146,105434.652809013
"P04383",556749.042406291,330957.80201732,216471.839309143,67720.6119019112,29264.2449623097,10867.6798874684,24935.0274865685,8130.37008582681,8721.74351685878,51716.1553151747
"P04384",175565.975478486,11611.8748336578,901585.096111314,3416439.29447439,42050.0246122051,139317.561952443,20985.0461119895,8315743.56781655,3361.48698511531,3041.14034549822
"P04385",283577.230575261,25819.5367201256,275900.182802082,2374573.08518178,29451.0066030471,109325.350671231,23183.4957489666,4716074.94776676,6236.09302080495,7467.05885878838
"P04386",1140662.26321699,36683.6610543076,108135.354603062,2727150.64055491,24203.7779919301,167488.790100681,25710.8511594237,1071049.49558399,26213.7923298536,26082.0608459579
"P04387",4181424.99726183,140715.296956175,5490.400731366,459758.234593279,12323.8194300256,39782.4971524228,27663.6279168717,102635.450690723,79137.1628980461,41561.390947151
"P04388",1696345.25185309,311638.709200175,42069.4785765329,137354.558514517,19252.0521355231,10839.2238159395,27238.1690431201,40020.2794586451,28762.1246276207,46308.043288947
"P04389",193385.912628669,7118.14433635381,677924.001481744,6762835.33542065,38492.6597641105,346668.623221911,20783.8219744746,8353225.41737806,2788.22131163687,3090.5008321749
"P04390",762645.516578032,21963.6499829776,121770.149207777,4169465.18285266,22519.4169999716,276476.571157542,25180.2936889359,3338667.52118471,22413.2542747585,24195.6731739797
"P04391",2408082.71753485,396288.715561986,16327.1425777991,80025.2971599682,19943.0967453557,7444.63875678447,27709.8701598082,23195.8780960061,29534.2065556964,41673.5940458464
"P04392",3316965.11459064,932342.3725647,1481.6407954062,28618.3530486638,7180.20634746018,3898.05674655077,19123.3977498525,695.449910522188,87564.7132414249,129078.091074268
"P04393",4331320.1984668,165823.001231419,4391.28141564819,3119289.05835126,11431.5389715959,326335.955000499,27482.6172402217,374491.733296573,99529.9236186793,184812.137582842
"P04394",658218.289716996,25424.1191806406,156376.294791399,904793.902909775,24089.2771649498,72094.3752882112,24736.3668360449,1191164.87407464,20950.8916269638,15590.1092940309
"P04395",649139.865400631,51867.437596247,95064.1122574089,1482451.39637527,24586.1649458688,63419.025894954,25455.3764545332,441448.448114787,11171.9766099453,16468.7280873093
"P04396",4697583.68111413,929490.944279563,3790.96754061275,33921.9546025898,11626.2963892154,4032.10209586649,23966.7571393891,2727.39785508745,94587.4115332692,183995.336282143
"P04397",3625580.3184232,244009.314180875,12385.0479890656,186919.291442035,15638.1036119268,20566.6641786676,27930.4118914631,19688.3254734737,66693.9690434498,113338.800142962
"P04398",308434.701812545,43161.578771006,243191.877090509,611273.669109949,32398.1624608484,35245.958568003,24215.3273631073,718750.298571094,4518.64681476459,4473.30483975161
"P04399",767512.821978562,57898.6753349314,91364.8962509979,739335.543170154,25023.3146740015,80427.3559622259,26587.5810313088,443338.311908394,22227.4154748833,22941.8514098811
"P04400",4681066.04018669,909241.198128429,3936.64442292916,58474.8895421156,10242.3639308049,3976.42654747134,24104.1692596455,1994.98104956183,92086.5377189033,185129.296045345
"P04401",213816.580022671,6973.75796860378,326281.148757935,11682808.3000325,32946.40995764,393705.012544491,22040.244497093,8412336.56388124,6157.87020959847,6373.30348201362
"P04402",1544707.48638149,83430.2035590169,53987.4106290592,558387.730332753,22083.1418940454,31755.3795778338,27358.0746230799,68633.4582620925,25086.0836953163,26251.3734503452
"P04403",4236502.58127051,249574.390355085,5015.08145137315,797961.219295868,11662.9711714387,58552.3817673778,27387.444351503,50409.859284507,98844.0437742742,182421.048754329
"P04404",1469692.10949393,287115.959652642,27848.3113550545,299023.009944303,20301.9432624681,11853.555736115,27533.8415175079,60610.7355095754,21531.9366697609,34807.8343853086
"P04405",1259631.67333436,104193.031611477,72783.3585208128,443376.204895965,23110.8422702568,34351.2303578685,26462.7779145329,258498.804177476,24191.50122143,25363.1086182865
"P04406",4680258.64573212,558868.107610086,3512.2528013064,112746.357209571,12079.1614077224,15619.6965237628,26743.8178509352,13643.5859332761,99647.077452858,184391.157551575
"P04407",4695094.67774433,930956.119968729,4579.70191032911,25389.894349008,10549.157500477,1541.11770827938,23691.2049502071,1042.80599548142,71574.1653961736,159235.010290135
"P04408",539924.802912034,29490.0703001599,114199.205166539,1622637.18898396,26587.2032591232,114890.238445466,24685.2584820475,1112660.6286862,13423.7671808418,16693.588194354
"P04409",1562587.25957561,117728.359309524,29090.9008638233,927636.03934985,20512.9942186543,38551.2566346499,27258.7376337266,154750.546754497,26218.0935886901,61501.0465590931
"P04410",160102.845069159,9444.36487264363,908652.286662451,9839161.44529859,45595.4825570246,625709.303460569,20291.7640094888,11991424.5604123,5531.88312289827,13982.3629067729
"P04411",4257326.81520126,517838.52950088,12626.3093571586,118215.692996412,15462.0200224583,10782.4048490602,27317.8406142999,13504.6569136884,64935.2925167865,120584.964416411
"P04412",2048079.1670794,78443.9175577084,37039.2036496307,1246803.76877352,21281.3173525078,104848.279687171,27737.529722131,512066.07340124,28855.2777143172,61434.0828370943
"P04413",1047460.47085883,167801.454838658,102725.302913416,248919.161149439,22421.1503343601,19145.4259873183,27078.7128585928,104832.326885186,18518.6830959838,20715.9138106559
"P04414",412295.288920762,16598.3623200419,204881.34826978,1985398.73856062,28537.725336785,160094.684569601,24508.4452079296,3325704.64969586,8316.91407490616,12228.717251512
"P04415",4394470.91539434,903307.247409139,10494.2671375905,25300.984686342,13477.1607214511,1600.37401294513,26674.1814997735,1015.51815342422,65045.8064152213,113432.955904325
"P04416",4343964.1057208,920826.148203975,8372.63994400076,15798.7005423433,14469.5099178322,1001.67325926592,26721.1516289616,880.354106631776,54545.0756629284,87534.0617761198
"P04417",411580.838692518,18738.3252018766,281131.880016832,3441428.69413197,27545.2431766151,200447.208980482,23823.0308396176,5061143.67208321,11557.3235748255,9943.45976167225
"P04418",1279635.2430203,43799.2312007666,72023.3285520905,1199720.18710625,23332.9883252703,50127.1389761816,25463.6723201202,809682.904386387,19149.2106881516,21255.7330730346
"P04419",1983381.27256075,421413.691402364,20764.67933559,93346.663057886,19671.1085194493,8803.100511479,27878.3364106436,26541.3652955973,32140.8597274087,50488.4760210257
"P04420",681229.488072622,215387.042862627,182809.723706879,533471.889517981,26691.5786984472,28966.1753884293,24468.255772745,48581.5394082528,14710.0209310081,96890.0089159139
"P04421",3881738.78659262,532516.758345374,11763.806178592,128950.597544419,15905.8777285829,7875.80089741243,27893.8081725807,17700.6843508502,59669.2110149465,94072.0681709782
"P04422",735794.846170717,114365.614341404,98283.5328012068,225584.538154787,24342.1288014831,17240.0870683036,24573.6898852086,115413.099917081,8173.70751263655,12191.4343248207
"P04423",4050981.60961986,200340.208650028,9572.17099765523,901077.313965819,15028.2218600736,55968.1571896419,27929.0095366961,25148.2788336461,95339.7876982836,163521.269457647
"P04424",1223814.64411691,123118.958927237,48039.3949479325,415149.932258864,21090.3651032069,33856.9880831983,25857.7168817462,190275.34267478,32031.9610077464,33594.8709067786
"P04425",1794510.31638749,54140.854612064,58308.2548685586,2914138.17647875,20549.0661258593,237976.341277853,26911.3630073416,563735.235861418,47828.0707814529,59649.4738593741
"P04426",2642706.70910776,137028.37066805,14016.8319381244,693524.510301303,18848.9909263975,67864.800761202,27759.6127958449,77111.7109413998,72789.2465446946,92544.1268868576
"P04427",4419153.94053283,59139.900320119,8199.17172791078,753108.495201714,12783.0599736532,66133.0405558568,26594.7637426782,887530.84530036,76863.8522159375,20112.1691727172
"P04428",270097.972103426,3856.99040310073,520139.841601307,29018698.2609259,33219.3283143406,2150678.42954468,21739.900089872,72143639.8808312,7077.21094647864,6060.4941274134
"P04429",1829687.9200705,95359.927205792,29667.7009975946,348288.500482022,21435.7147631943,26674.54338055,27092.702127953,94517.3822542138,30339.8057722873,47621.7074126308
"P04430",2048425.82290567,60842.9475061157,28789.4393775907,1976099.46595328,20171.5651694702,134976.951079045,27414.8965325079,385873.683636326,53043.9030045662,42669.3806186085
"P04431",1833011.9289258,154064.907612834,17444.584602531,220008.340305419,19492.9385841457,30566.6915946496,27742.1520415774,144399.201017157,33732.8870938769,42758.3796898173
"P04432",725044.074780438,20247.6753127958,70629.4618361763,3498564.79142643,22783.2627585353,147895.524664926,25922.1237142696,1827593.44409177,23784.7949947472,23064.711672383
"P04433",505020.484228392,7961.78826419221,136824.468763487,6635076.93402355,25641.824395873,481084.929067714,24552.3448829275,7737892.16420163,16497.8876920021,19273.869593482
"P04434",325442.980051316,10101.6461230213,259613.923404277,9070586.42648813,29091.039936875,328177.216724074,23387.8820073577,8257347.27607031,10122.253531594,8677.46362846116
"P04435",571095.964378591,30114.2272111182,111025.224883802,1140603.26962717,23764.4255322891,140852.901547341,25017.8953806343,430817.340706993,15473.5329962795,14920.6339453114
"P04436",770200.231368132,21856.8382388616,68612.7467101535,4396591.3286655,22391.8118900675,202045.80411994,26047.4278819119,1485179.86079189,31665.5178646662,42723.8718483566
"P04437",2170975.31536923,256229.121434072,43410.6377885375,204631.543827307,19769.8387005371,15410.9948391804,27635.308260229,36209.7217061738,22568.2519288507,27865.7706481219
"P04438",249054.097366751,8260.67891797338,605812.185933499,7012615.50941802,32576.6003660784,330078.448112587,22361.6204072699,9854594.14450765,5292.07831623157,8104.78515398458
"P04439",610231.336520474,39579.4467541589,109769.062305452,3074596.49315638,26815.427038578,155808.360394749,25027.9559034464,1607964.72412112,12973.6289276591,13691.0208808122
"P04440",180360.214929737,81258.9906776285,578999.740076416,946117.789226094,35162.9938031455,41158.6153183169,20849.1042875562,324818.606940077,3335.24953545015,13929.9299233936
"P04441",751041.276954898,136436.259568842,122437.363419655,123385.38970684,24082.8520271954,8695.53733847563,26103.2646944374,94944.7782354739,7746.24195530909,9252.17571335012
"P04442",799156.831383392,53074.7522051395,122109.290899368,549863.187717744,23128.3554819263,40874.7219264024,25962.9789136064,214346.373444595,19386.8287010273,22583.618516219
"P04443",2960966.06517105,115139.587961918,15154.6494146649,1200498.0409044,16107.319487153,92864.5175785349,27886.7802877959,162172.476501294,63956.9289175415,125037.055338208
"P04444",1175349.91226057,21900.3927486255,37321.4249356424,1794163.81988813,22090.4601691243,100345.537414908,25546.8720541725,409340.547003063,33937.819396955,52442.3431886759
"P04445",183751.580107814,13238.3394862398,892182.359076665,2201539.80720186,37805.2985020693,93822.0886354078,20851.2184196002,3553322.63391902,2416.58987493234,2763.10562506584
"P04446",450636.898618237,32631.4009626763,142200.111292097,2370101.85659277,26214.7537458521,83532.3652598244,25130.4765338811,2649557.18423161,9080.23233582837,10535.6685562392
"P04447",1910968.22288472,157923.509514576,47455.1327986781,367765.31477541,21499.7049599213,27913.3497321323,27049.2828439355,84281.8836902304,36786.5138262348,39764.1264003587
"P04448",1683717.56917387,73401.6942756502,89153.5110695468,689427.052283389,22019.3570641795,54834.4579594757,26451.710186789,303674.214046143,22450.4782445053,34053.3111400772
"P04449",3423907.20783228,175042.168810023,17430.0019724665,330886.451596352,18019.0590037556,29325.3453785474,27890.4036652629,27199.1808807902,50669.0948853218,99328.2550828119
"P04450",3862597.33230752,925033.054954723,1262.0374712518,40834.4589693967,7029.0509240872,4045.00769016121,24089.3630538514,1069.80520476944,97788.0545230065,169377.926765468
"P04451",1911216.55796289,213533.688415328,41096.3086987241,217237.842618412,20948.8825406123,14688.896632683,27392.4625933742,44901.4573272494,27779.7420119376,40016.7769348521
"P04452",3665842.51677183,716220.096823059,9203.71589276941,53591.5748648573,16592.8575833382,4138.85822587194,27918.1798137115,5755.05604188073,49126.2846582223,97758.5932239578
"P04453",4577337.37381231,774335.023343243,6879.8802497076,43991.2955620377,12355.3981901145,4381.70354370408,26752.5345033758,2830.56229835832,92474.977441686,167826.071256403
"P04454",3369890.16254174,540202.15200119,9485.1732124924,120183.062105609,13888.9312761735,15440.2796406778,27560.9992166477,11679.387655107,60216.6901812348,139441.446159893
"P04455",970113.307881108,193059.809210791,85948.5618555308,218518.209337969,22561.6863815931,18122.5300205823,26760.8404379324,33857.4393358344,13346.9809098689,22012.5457143167
"P04456",4654455.80259152,867706.084949267,4572.87888941553,56337.2067898257,11426.7298202581,4490.16631691135,25340.7259696229,3055.11331800812,80659.3454635332,172191.128024759
"P04457",1433940.3598515,33999.330055386,29918.1003151039,2574452.63134543,20327.3365260439,242575.079304433,26556.8404512723,1219894.7236256,51451.885559488,75736.606111528
