"Names"	"Sample 1"	"Sample 2"	"Sample 3"	"Sample 4"	"Sample 5"	"Sample 6"	"Sample 7"	"Sample 8"	"Sample 9"	"Sample 10"	"Sample 11"	"Sample 12"	"Sample 13"	"Sample 14"	"Sample 15"	"Sample 16"	"Sample 17"	"Sample 18"	"Sample 19"	"Sample 20"	"Sample 21"	"Sample 22"	"Sample 23"	"Sample 24"	"Sample 25"	"Sample 26"	"Sample 27"	"Sample 28"	"Sample 29"	"Sample 30"	"Sample 31"	"Sample 32"	"Sample 33"	"Sample 34"	"Sample 35"	"Sample 36"	"Sample 37"	"Sample 38"	"Sample 39"	"Sample 40"
"708F"	658663.182402024	918060.011907717	6210988.14315724	169498.861566137	352751.989137812	832790.702981819	50440.2781684874	2708751.2749423	53979.6830497449	4879365.40406004	2747833.44591807	603706.884309953	565956.008208981	99082.8058984344	4611127.51592973	2021222.03196811	9602184.24203903	1955262.03699444	7286381.27916324	1580875.86859568	1331663.59273943	190217.162912726	547222.148058912	298622.933084054	142826.98509807	7595477.29455936	59194063.3419133	273712.447834648	418932.228006908	718626.636502963	9090655.28201495	23132354.502811	4204968.43664308	4374648.04483324	14462996.2874563	21496.3547525449	13308775.0476424	19083248.7271521	263777.923500484	330499.409959332
"709G"	6658301.35980372	67534.0809357891	8758996.47507525	113035.40485297	366781.58051317	4636576.4445195	24261.4682079731	3494658.24995516	100311.670231261	557905.490337777	541204.469630611	1614143.3362065	651670.703083775	49654.7430425415	27035.2201283189	1755758.61435487	25805679.579243	877268.610070841	773291.805692675	95029.2921959017	458510.17858399	333693.34522593	2032393.85948044	2514923.47206953	140936.657885234	4899286.97969197	1434949630.98469	244755.499394396	48533.7020498117	2077702.84752375	675442.189698443	6646038.06387713	210821.75215331	68637.2120085587	5649250.8085828	489618.7426343	17565837.6915281	11889155.1893529	4027983.35796949	663594.271333338
"710H"	2572359.17105692	37732.2419141952	2428722.68435088	63658.966586324	1167687.3961301	3883588.58151375	64725.1496025079	523578.549901659	82436.2617876399	1026477.28105941	440073.607235724	707212.186663834	1512095.51550532	279874.425165945	542911.338623677	1420605.97031191	754122.271447038	3694592.02406872	2901514.47823112	96778.7338150511	438605.790654188	4263344.76221137	216717.277711587	310943.482112887	1248895.84424062	11657522.0848395	408257141.27088	846955.039651485	63720.085735441	360315.935490016	2822802.60097818	34676342.7940784	710503.425031059	243564.064981182	8615543.99807742	2219328.77219926	186387.495373726	31101128.497321	1314557.5196949	284337.514783913
"711I"	4823478.27517668	36857.8354255593	2409825.39733957	867831.200656737	125473.453542597	26461826.0795719	76335.1126826922	6885479.05767614	52445.8146816887	1188838.81653654	2545822.73251361	1693613.87842431	3299857.23120291	2804481.87399302	56552.5385005572	489705.41663886	59388.4477868277	1733975.45864605	594390.660169602	506097.729787828	980762.374157556	651387.328595857	197884.583880048	301757.964189112	13390.7756859197	6065095.16290388	277047902.476997	491303.094362419	88549.1970948572	365201.38383664	463387.921361923	24409339.1658888	941667.662300228	3627008.38366845	15439218.0584139	281014.721978244	74063473.8059076	6663106.48695014	1131321.87257686	943347.67618864
"712J"	5283630.14583571	959889.26896289	370159.525734068	89115.7251466438	574551.569980403	2011695.81562768	585484.170893511	1311641.94006722	38443.7658178595	3846686.87981901	304842.097708827	533034.386511539	1492471.48504671	1065959.98841739	1008128.58012105	2009200.99767024	4364926.4650235	7696663.94087074	8337077.59935471	491936.987404785	47959.2793980804	554040.087218556	231561.863141592	727602.139190657	202881.512788978	9912067.27020468	42651246.5945175	4313192.40825029	60561.2570095906	3190300.11232999	590530.392673359	3171905.011143	1599467.99714446	316285.553231923	14622947.0093173	1157.05026041987	13892478.8222732	53026464.21558	614771.856962745	860593.562385885
"713K"	1687070.50212874	1148960.49394769	4786608.57399642	35716.3654225649	273507.265009002	591572.476436639	155431.308921072	468641.313675442	218709.537806647	659747.597927353	357218.106208126	15442866.9105477	536430.406033032	1111901.54000776	240115.918259781	3032903.76512881	3259033.13829227	4840598.96373262	17863792.4717272	313995.702997122	266265.165363567	317378.405124606	478487.135956817	7986117.2392262	116272.697868937	83088.7429795107	9359570.77089807	776491.839160893	3420609.42906826	1027477.13289935	98545.6962345212	162061171.114877	1624277.06014256	960068.707079235	6569187.81454616	235391.261780905	31072411.3625498	7579439.73702389	1558164.38082355	1097434.91403215
"714L"	152395.411509698	1474239.03213102	511347.059198385	86602.3931079936	1153319.90665457	1256514.67780324	67422.6339226678	975877.282657871	149019.327931483	1155795.14360492	609831.99476322	1026529.80990128	799557.68711767	1788687.05966932	670420.890085767	491803.171289912	5095225.75150709	2753720.1703863	1246002.34263376	173293.656105533	362568.09610927	1750724.05010082	1211782.46633436	1525760.44057046	546182.174193162	385636.68968497	23380286.771051	88999.6040953463	200504.119656508	5961294.43350306	1723812.99260161	2502938.36803774	1540016.87551771	240132.183615651	140498744.507256	314331.094769841	1372183.45207685	22999838.8860582	12207442.9821012	19570567.497991
"715M"	397181.925324833	506455.413535834	607090.530007186	29577.349642269	130126.031067194	854260.270216586	1862543.25711996	3205008.4889376	102676.703563335	3584771.07238729	555166.739642362	588239.786962188	2085787.9050838	365666.311566867	95160.0971676094	10277393.3066484	1385516.75269655	3334660.54109393	1431953.7484941	731556.341619678	2238388.65965093	184374.434562103	958179.92471514	1194062.89419988	523160.518469517	2397914.04613494	525684706.287657	2509843.17487712	181868.506164217	547314.922222574	180517.249877536	7017535.53663696	583286.654174711	293762.60161513	30641727.0287428	67941.8084382758	4756054.59327885	10991912.1129157	381036.071178054	103768.607573503
"716N"	1977792.64724285	28573.3097219276	8423688.10454682	62794.6842992188	101418.856653877	1657911.19156438	93482.6040058527	691937.205247976	137188.603066332	293056.247500115	635456.483290188	5883085.5123312	11880843.5579205	440982.865726509	59933.7910555106	257332.973656971	434531.037221872	75622503.6107898	15211771.6190963	164607.208325664	20726491.6114465	67026.6536035781	769564.398689695	410175.18286715	692466.432390674	6353443.27151554	4262014.53457065	4679294.74081679	153945.97710006	6355240.02583196	58641.7666891764	12303003.0309181	11191591.1692209	1160301.30173458	15634811.5586971	29769.7318969371	11020555.7237953	12327537.676296	903858.200154226	35425.9838813871
"717O"	4712417.57194966	221705.706284936	725386.587974303	24061.2713133082	101933.844647563	735725.432474159	85594.1441181154	1127153.9680662	587335.764174208	192439.804980383	34754.8755409224	842259.762785047	267979.182825638	3797980.97683579	81664.8666116522	2199363.97889724	5710954.34393006	1766556.25146135	407674.776999872	50382.5154554644	128691.206369283	438274.58730749	669863.99052302	1313642.74560312	73621.0021368293	4667585.66047536	33519806.0090982	432659.551807953	1370563.64404481	17220537.0033544	774232.0116706	167371001.387236	8550234.30071178	95657.3355435737	10862200.6313608	569395.368281925	1534894.86579806	238900.48978116	2343845.20761111	3399108.60173832
"718P"	1214111.26156517	1181271.24555697	1699459.24845845	148589.30515334	48741.7511479064	1528929.65288674	856313.086614503	586879.100380646	23458.2686039376	2541109.82218761	163633.86790968	2640068.00991719	426766.47208575	780738.777623586	275414.456351909	327364.531209208	56514.2205132565	5875576.02839863	706314.288868463	445138.227952288	158274.154359476	747031.444364577	269621.134421434	62315.3419226299	305794.109511235	9751361.09799213	38522150.3801814	53607.6107235626	793956.408873057	4487543.61797479	2156967.08377189	4343141.49894136	3673405.41875659	675192.775623534	62808669.0060222	67652.5382830353	4292760.30199805	27214165.8832413	412794.730231973	38431.1863571792
"719Q"	1141055.9153306	296965.737897303	6265136.60009549	210227.051181929	1011230.30932895	262107.53251459	927955.624778422	231408.832638347	39140.6611652208	1188885.86681527	485955.886753636	2478377.36918558	3965794.96519408	14451632.3060555	804592.160101979	1235690.13487862	3933495.63038886	1884638.15023442	764220.147261465	330693.566171331	1745020.54754291	1439951.37031458	2322655.88674658	6643501.81216804	264240.218765314	15459419.5879184	316103771.611094	1028255.91238083	2051025.02033337	1664234.99469379	895266.564786878	1005608.45010622	29056506.9678427	133616.584488535	1163141.41338664	514036.710685158	7695544.40334269	4018342.83866849	3245914.76584344	147287.361887321
"720R"	3870136.09129306	43774.0479578165	2131264.58898798	149388.997959187	123044.525794849	4699827.66763907	2423484.2056477	2110026.57624563	387149.513222043	594392.576913785	132747.65365797	802889.696092196	361921.619910677	3528574.78403485	34008.4568155515	278597.505816225	824504.415666601	11583965.2208258	5457016.23700544	836748.977024955	548360.004262911	754586.196879442	438155.620627059	1695876.68838634	1603568.73860829	1590435.24480228	214357420.449444	514034.670922644	58948.7945208774	1135112.86959111	7064887.30338501	17737034.4638189	5675230.0639156	1016009.43626609	12108143.894435	34954.9866229556	657905.59258259	205165687.48787	876558.145001976	291782.267333263
"721S"	3103397.76675543	1282045.54517073	1234195.08264838	178847.894118804	1674724.78558376	6624711.85292178	79610.2547460831	31109.8748592437	484678.301662324	493555.502935601	27583.7450637237	1496805.02934917	206865.787866548	1241332.81856098	13471.6104999632	322303.431360445	998158.94217327	10330373.444891	6359280.88395432	505460.271901559	120229.689661358	3903851.99071975	1092262.13197928	146589.779451838	298406.417535167	22064111.1372419	117213336.251003	1358685.14961198	63482.9767699889	105240067.815184	1196281.35705076	27099078.0156958	1763496.31243457	262200.321006851	479050014.740614	73081.1633142256	2139698.40291505	30852075.2482388	597814.083309233	3145508.65875548
"722T"	1026740.28534404	394076.268612092	1138570.24813581	144369.635738909	63939.4894372527	1051052.42742792	70716.1773329485	182589.608326209	255719.308060887	610443.980799956	2097556.90596554	2871483.23468022	818099.374207394	2224346.61281571	42130.8520661139	23170.2688849231	600890.680416369	32535880.4232092	3960008.80028594	945749.716919774	10025668.2142489	5257311.33509579	1427589.68034594	250113.546628354	2343659.63349538	2514534.8310014	272579695.73452	139007.203971884	146415.247648789	16559936.3440416	980316.059391614	3709288.998723	2399210.99586243	211949.238676666	33533429.3105624	70191.6848121531	12986676.7612081	7427683.79379145	1256601.27656833	415787.659193308
"723U"	8497843.56410844	474465.035999382	4640159.61099575	31692.8990989664	762852.25840544	7951223.17643037	1406717.05630129	4213294.18209932	94746.5050548952	456318.916815982	16069770.3356983	1502659.86466062	912811.145480645	385838.036471594	62852.9846522724	738126.345439834	2372735.80093609	1140297.32489651	5009838.23360661	325850.898817677	5217850.72647066	5416113.37393467	1370134.19882836	1174659.7821542	210640.695008571	2012642.26439249	897010711.312121	397448.133034553	89949.062473745	328233.136971978	253367.203665788	5687578.14405761	647869.257924087	887415.84453572	20081131.0304933	152622.561300384	1581100.04042317	461725920.56536	790506.925174061	1111465.00447298
"724V"	4181082.76496935	1929596.59295418	498983.639625784	310037.33038386	177306.164014131	51544357.1775608	475229.595153126	1122869.97291178	733934.890837167	1621744.00756081	107705.756882894	1436722.98843235	1717794.23692682	1088073.29278607	382479.079181877	5818407.73634243	2024191.5380033	18102720.1989099	7679945.46308393	180231.725966049	232463.068384306	115781.252871115	226941.705911002	10065240.1957334	172815.989846317	1172351.12305523	73640734.4383371	238624.187986466	17550.210153065	1090129.64477092	8367515.52598967	52084797.9717688	378424.874732276	1407597.14909182	3282414.83590438	55429.9537006921	16887357.1797807	21531401.7781122	702421.082777502	30683.9516858758
"725W"	9657318.28763553	61178.0899233824	4029431.59356886	110757.310319266	131762.684732059	14454158.7333601	351571.002654086	433856.101377221	512568.24410102	128821.099546405	736234.826254841	23709854.5373677	345211.657030582	191282.135885109	213936.418884323	1153725.08659362	245742.551932693	8390325.44740123	1145648.64460344	2869606.45071965	175634.914232276	339381.837471949	2260494.30826763	338589.39598897	762376.553957995	272408.474557261	58664193.3071176	522974.335212781	1351608.84127897	2538664.27883374	11653561.1534432	54420011.6866804	974988.658910018	74070.0549306502	3445946.34792542	111351.766792315	16319444.1397039	1272195.07564623	3046327.05192418	537127.592726312
"726X"	650191.936784116	3094687.1967237	145940.753549517	64951.6325132464	131905.456261568	1448395.45443718	66288.4685581719	395771.110690715	636610.262865669	127629.644547957	194796.873914161	22259910.9745337	1143872.19504328	2644699.6678536	15121.8417400204	306123.803293318	3255379.05976844	2405158.63276392	1433084.87572874	401398.619007322	687174.641914171	5239856.27321019	713296.910408415	1215679.4982709	20366.3713929648	515105.099260154	4308360.37336311	1502998.42812292	48731.9549074435	665899.25655399	743230.182596246	1593568.32635157	2436453.00630642	260370.076606537	4502306.39619435	1624440.97606699	2570138.67998949	1672688.07881119	3275110.5511797	2017991.18685399
"727Y"	360135.613495511	849623.457478003	3338476.89446948	142701.260865974	133767.472027567	7896026.79105493	59028.1612980017	1051375.04436108	117518.681202787	71333.1965992396	506947.262042755	464544.198766861	412914.791185472	8076917.40464337	315529.959523661	592602.775633354	154448.164857351	2227213.02675072	2069137.57168362	306611.465257832	1099984.77353162	357807.433796057	22188.1237112506	1101981.57224005	352748.220306826	297646.564165319	17398164.6790336	942883.350604557	326258.300762593	1278714.51645403	1027964.67590083	5113168.36819782	5528744.67144425	429986.063541608	101283983.779773	55273.8265231094	14102903.3318631	2712412.17290413	1046175.45473889	279209.150348079
"728Z"	1245015.22315861	127885.018432158	3768214.65306276	672350.127568284	123636.007583554	6189588.20349849	52516.4105414284	210062.01901995	12725.9279437917	965398.808740762	53132.5672605784	785127.034521721	215591.347272724	1742409.38063694	547038.331156917	1423329.63680403	396639.830244928	748868.292283434	4281931.58297739	532382.029552743	1189115.51380778	225461.534199843	1447526.29271283	1577399.70934213	15199.0779730654	3911134.75919435	129775745.462289	1782837.10974737	247413.050434943	3236060.1010296	654099.146056356	34739668.0073297	221053.453052592	1186696.60870216	14486997.597195	115035.891773667	2069681.25394362	152205794.313611	789754.016245009	314048.010142149
"729A"	1484022.0632848	398417.625046099	10577008.3682371	71867.796921363	138580.934124091	890330.735699209	155027.186048817	285965.070416035	74845.308421763	5430171.57487328	486690.795019075	4626503.11009607	58805.7512326915	165158.583986813	438951.278049045	3095334.6006364	3527272.7033936	921324.794906309	1068485.40205767	130970.428792716	1619352.16548641	130161.454993584	8633499.45303452	5449977.8741663	225066.863709691	748830.893262644	254723587.686104	567409.069071709	30407.4733977028	2042226.09110578	3332149.22213336	11171602.9381157	3804191.87768335	116696.306969429	1210986.09019288	39174.6681893726	45156521.5203443	1177692.27124066	1520622.43671525	55172.8419551288
"730B"	682101.658926537	1210493.81918199	9264685.09532702	2143734.23302199	426511.787622246	49857619.2661695	1337895.36245317	1698654.7354086	97679.7318218148	402018.191256186	56688.813155429	773300.098679032	355038.758262414	637616.240155691	27065.0957158956	4292418.09064307	4453661.68241754	1174559.61742019	34750684.3550414	1029807.94702057	2393126.48211678	674637.345321646	969843.994722448	7880368.31606171	7658995.61277873	1985401.16310774	55486555.706631	774142.881511339	54742.385989291	1543876.9042744	1431944.88387995	55077119.7173053	3766173.56613636	304119.949140559	27405871.4797879	20152.5367263498	1095688.51922618	4685480.4568698	624805.677191661	397395.018115576
"731C"	384357.398848576	733453.771530247	432933.143096836	12741.6001329753	494748.157683074	6357062.14796653	9077.40056401648	58402.0277786331	58174.3105934628	1327912.087024	26469.3652976264	204972.065029511	351542.631822307	592087.436002706	25281.3659132425	2051031.62148158	693830.036107765	2390948.76497261	3060807.80147808	109694.100126041	2624184.58270532	695847.890399964	2098344.20090849	373796.58126034	652981.49124011	3078813.40823806	30791149.9679011	7491910.60023712	44148.3802859261	5267951.93332421	100966.780717583	4064502.44162824	2136775.2650209	202052.183346839	9269464.18389598	122505.177557026	773610.278998456	5443911.58009386	360917.064567618	992977.467269774
"732D"	483511.933316934	30319.601978476	2024315.43647163	110266.69276706	74303.2371731209	35021112.9409571	710064.539608627	10839369.1194716	2705573.41785684	801696.774778993	92322.0015740264	839801.655309818	753074.866275474	422780.831179085	1153674.6756195	1841696.22054784	5300544.75315455	899082.358975899	18084841.0030169	86723.3419504161	2110920.48618071	948339.651657973	7731298.85319706	464099.433825925	289301.804230421	589019.999950564	4254682.95981847	1241757.12238455	10654.1349450217	6214621.83047024	561617.977332297	16902533.1665342	1519027.46646234	899823.702635745	11085533.631485	213152.809654897	12538362.8028967	2882036.84953648	879613.165410956	49174.1140811713
"733E"	590670.8669005	4324.64250180054	12409010.1063644	115640.599001544	249392.359569039	50142666.2833718	30610.6942962574	24985.5895723913	83545.7591832406	1170311.60152455	103517.401148294	28743442.6180453	938875.795477576	4045265.61340998	23538.7984668426	335702.422307746	917382.56468909	24835252.2348399	9516338.59261182	376585.93568326	854038.692452152	643480.456782749	146220.692662453	12354409.6176058	166488.92646357	767570.823229545	72711015.3782247	472189.689356564	26422.0677818081	10891298.7952111	266995.036362931	39974861.5505495	4346713.84265295	4223006.68628353	46140028.1671923	184244.929189067	40088266.2399393	6441373.33954539	4065556.57148264	86514.7660897021
"734F"	8409632.68475558	284018.447652949	1703089.54102256	123107.746106091	291101.850564737	1683749.8231972	463791.275820758	273345.65221636	491040.472327475	342634.85584205	104900.740654843	563189.39798742	9913461.17391353	154922.467693255	54768.5375907849	2108355.31862188	237973.540041159	6069176.59207948	1842754.34101952	96981.4004616137	279059.129351441	2229921.16528736	199246.302284182	4148069.88874271	330936.030887418	1243449.38957572	179680088.857297	4287742.10155019	163812.732074875	1079881.91510144	232712.447758266	3048067.54762063	1774045.45182566	6035305.15974966	6835604.05930069	38563.2285961784	9250552.16356739	9824604.12956517	2575908.59104499	1384291.22845467
"735G"	365931.735141105	3615068.80812445	6874014.86494508	74453.4239563265	109674.526589368	1435674.09490549	642253.870357791	109065.319269076	310013.751438956	1219526.91648308	471846.590682689	1178904.75235638	207747.193005081	518252.144908893	508220.7106721	133956.849187874	415534.83110151	3430390.12452069	1749491.19138822	318225.873056112	394937.591434869	5550493.92180054	722398.20566599	1816703.62475744	170439.546260616	3435166.65319887	131407746.18404	1331493.77100914	91323.020236882	1190823.4879589	1453266.92702869	3162745.05735475	9859262.60374476	4148949.77701376	8885088.00745233	1308355.28872982	7956519.38864965	27079233.5639591	380432.741591107	1441994.79960077
"736H"	334823.327436928	53010.2250391677	2982191.28556433	70287.8974526364	146058.719126765	4538119.88714351	98461.3492053838	172701.416344483	19587.4290051823	1900246.44047955	688297.076377369	2201121.09058628	1737156.43970197	259970.861611192	6647.02334598436	1871312.9309125	1865700.63217757	2167174.14520099	1774261.56636159	704588.91685	1498640.40045353	560453.305691376	274669.829566025	3617653.71462206	16227.4710958989	5253521.9408172	21644616.9667342	2802847.06382185	2834405.02890469	3013430.83059506	1052528.75851106	24520480.4086719	1624516.43043253	3112605.65179617	55403912.9782147	925701.014068152	24996474.0640119	596150662.382542	2176697.04185638	116143.965693922
"737I"	7984570.27028829	28504.2569999956	944570.327864107	68554.9707207078	326466.897359341	7681458.55176111	196062.465263939	1052041.61120311	31609.571045332	7827478.83629425	72760.5981165257	452610.129335694	447484.36383039	1100941.01472842	339763.946862006	255618.5275893	6502432.04125876	470896.423080197	6895646.91097851	198037.676088684	3783698.70499581	352000.214017455	310890.259577915	646940.353721004	42026.3420321174	2753080.74340733	85816677.2597168	3140290.56689955	77151.2354774822	1414298.07698282	867617.65518556	1535288.19565982	1760016.57471719	229849.767127672	6772662.40772914	16619.5721572069	2252870.81618668	2692219.14074733	1148362.49417586	13851.3420876985
"738J"	3870108.87019892	466542.349307861	4534355.2503452	3310.53513568181	268035.061514272	5031655.46549481	183988.211672326	2481577.67970976	471252.445122705	1241875.70606631	698554.375814905	531472.185996845	680495.797485365	505220.524522239	162733.221694859	16496838.6008663	10404450.209397	272071.947600245	2692817.35728514	88550.2173212046	380135.386734033	281945.073352036	3885959.66138838	1136960.38164254	1540244.73395426	1227070.72540606	131583095.830159	1335116.35683281	54967.7163395569	405367.588752249	152565.654218403	3011194.09299545	1686192.7620873	52834.7027394373	2164706.69031594	75264.7621301436	9983241.8223282	4996788.01956229	1842687.00301039	1113247.21276015
"739K"	236685.155745435	293933.671248636	14082149.5207359	56496.2613178094	439971.231542108	3699693.27260995	335016.800982053	305858.235146493	806533.084065939	1091572.82085422	188370.458663315	4029908.93039527	5454280.9081938	2524485.9797434	115048.284990731	1205714.84290101	1944593.53456163	1850223.51277262	5996017.7958259	52489.523264568	6959121.33194147	302541.832486619	211407.094355394	12530237.2243935	1042761.7945645	8261807.86687076	10381845.015348	159864.765693834	216478.942645674	232962.016955724	240967.788039195	86768036.4992917	47638.2372649769	717767.788885561	32307740.6569904	2070795.38535124	2987194.98199162	6302367.49993633	575539.227273474	628213.238639163
"740L"	526165.792064539	24490.8846893587	124038694.067757	22037.3804647972	543790.799380829	103665650.42737	499221.610647641	322786.255515144	43361.9192552586	642564.163057121	52356.9158143035	3351423.26872265	121597.719108371	1062190.0935963	104932.927258081	1827756.31772775	1548165.91849743	5385937.73294771	1530593.78774409	346160.369514755	2119013.91522659	910437.770863083	75085.2616410762	967978.051481223	292619.70597035	320096.338174845	19890581.4918551	4038341.96111109	204883.238242036	4515014.55885297	621438.856631006	14942614.0457494	4777318.30601388	172509.232308755	23925634.2357517	52469.9540477529	6952143.03234984	1413967.71364524	2620381.25495751	6366023.51405863
"741M"	29077180.0882821	165709.907088893	2911942.08983647	43943.514593407	24882.0654468694	1029342.68970321	472830.018225102	267674.035658042	162918.798441755	693446.232401103	12412730.9918651	7062201.77062464	640196.147627519	632974.849730142	96814.4239688301	2585708.67241795	2505744.88118234	10247117.4949173	484943.351826699	1058385.63098293	70850.1496264655	42444.304772342	325822.604262071	2858562.2131092	214028.611641665	13242922.1630536	104083713.009967	83781.2031919623	191560.724132998	434017.519487468	3890535.70838189	6224868.6090922	263931.356117341	116091.748108769	18023466.0452107	39998.4918061867	2750678.04322089	70776210.1743188	1148127.19914072	337134.340179245
"742N"	2826715.20734209	1429357.06760258	7689178.90684498	68775.6800692616	92008.3042881417	10442403.6574797	314937.630320381	3020016.01675592	730119.390453104	135511.466714678	172073.854692728	602796.180848412	1389318.49805039	10529326.4080711	8152.87115041935	3499068.86503365	44701929.155598	6593139.29153521	2673834.1018415	131413.280438542	29766138.9881218	311248.802281274	1062380.27935554	130262297.953368	234433.753339267	3794117.49946215	11534028.1253766	332848.528251027	104572.731955692	3328468.92466268	789450.652510064	7653205.96223432	6302328.14873614	174063.850338131	16989250.1139911	52111.5874616028	4561104.57804921	11985666.3459748	158499.927386423	110418.658482687
"743O"	1768683.6167059	394100.757280561	7503649.14913519	27484.3026281907	80254.377719318	3494635.49418621	344782.261289804	1038751.16040343	597410.242574814	1326269.72655033	597183.300944635	3075688.92774741	818442.721909994	6123858.51034581	98753.4497957437	272210.814550912	3901516.72658261	10541119.7041735	1662733.94373804	143802.800506516	815904.05795185	2097299.27501836	4823379.12920562	3780215.25147031	42545.2921087075	3124540.48670921	11916231.4638356	828888.887844391	62425.405466612	2141540.18861568	1215616.4132379	4729664.02725032	12140550.2356208	125452.933608563	2457082.70324856	473137.279580821	270874.393537977	4371597.83372206	2183378.23785145	2699026.95542916
"744P"	3128520.99649245	1287682.08176389	8417213.95417199	13827.6852308018	428102.362457863	1833175.530066	93236.2827792086	1264257.84390184	150783.258863604	388042.887279292	53502.6977042685	2607088.02879962	932135.528526098	588913.833896042	26079.7607397388	3054433.83599827	121522.458144495	1691984.51935942	40703950.9244187	510089.178953812	12708287.4275238	483937.124268815	365959.060691308	19305254.292312	25147.8358165888	5834447.65704071	38078685.6940007	518922.970093835	97562.8050435508	755350.336833987	587510.249623797	651301.291497736	1443207.31936673	6099271.59266897	22713545.5543565	43602.6390879114	708260.978349194	13490924.2777368	5643717.35406349	85787.4009007096
"745Q"	1518146.06593642	244921.545213441	2801016.57764228	276757.672241549	149888.044761731	9366073.5642095	1445272.61656167	6851938.57342403	119780.658293952	2106229.85447566	19018.0008104338	9360587.93242162	1392771.72581403	517185.595066024	9640.77411596054	25455663.5423738	452956.466425015	27416849.070599	224431.894727294	137943.383700414	142179.16064029	3989279.23685145	947406.336541366	3390025.06457763	265174.664141979	18147429.8829741	2512218175.82561	1660152.82657492	59905.8858595709	5681927.268743	2424431.85052929	56220590.3578487	4683863.45333668	160854.140944096	5820692.50724454	226813.289873148	1435532.35060724	2584847.57949035	9406090.32870341	75411.4563670812
"746R"	270079.186594864	259012.780580355	14645614.7544874	71113.1520613925	122391.981622592	6954184.66943593	506201.257156109	506084.194324777	108406.795315433	198993.064130549	746351.237740387	47578.8349502403	635210.890361866	3293602.74793485	134611.329365662	646010.165189888	766312.97151978	5191735.29027129	1124462.34077147	230119.827489845	1261051.3693907	222261.89188772	636401.095806453	35047764.3189699	66582.4619270481	193860.446650832	17207973.5625896	10216575.1121083	110796.140594909	424473.691672935	1260024.95808293	137379905.368049	4750635.42786953	24188.3338471888	2613272.90216841	110498.756028354	16570815.2272622	885415.444094902	370565.310683827	39727.560382066
"747S"	919527.759396837	162097.401986343	7037633.4563763	92585.35792288	897533.897484437	3671743.40138095	540995.50383383	792102.656384472	54623.9943993395	400889.288215243	617177.800886537	1365427.62359221	339000.742553107	167246.048551788	564895.756161556	371133.152048849	1243786.48757278	2760046.44267461	1240764.60242411	860285.780938716	837599.623922316	1080238.33199564	783843.874606177	14703570.3555206	21732.3928391651	3703367.73342824	45047764.2305788	19618033.5836549	1762977.08553353	372277.286123374	119578.445307239	7878140.56142651	1181374.71011461	125463.985520049	13233636.7880963	108692.98944731	886236.680075625	14948429.3571288	1005499.49287165	107795.384772944
"748T"	581725.529337967	34510.5872799733	86131425.6071303	73207.1207181121	1966019.2841501	46086735.0078343	268570.415810087	8440235.90733368	106114.403625705	1123974.61800009	223364.764546589	921049.961208144	191809.568665336	94833.507181382	563937.788622831	305057.302646429	5914509.74382578	13415694.1088902	169499.748934728	73682.9341436886	3428867.3560678	194674.755611556	582464.574401394	610428.468980355	460657.015880987	2550694.05073483	1069802518.51341	2224905.50926361	110973.221172797	2997634.00948137	16422363.6108246	9028593.98149865	538633.516276253	3160177.34189181	30480004.541609	272742.375711712	116890.667187014	12156778.8281673	6360570.99020689	217333.366807492
"749U"	383907.927409312	38628.3667539031	341208.396586562	128890.757152212	249177.847665006	4112008.09366699	129214.910108829	961945.994802167	8354.43424164619	1087457.99730113	417564.296158567	1728292.11241801	989663.865868007	296761.895490751	71657.1254098017	1302644.71662245	203930.622035084	222833.835277876	1932309.19391565	170968.870471224	752590.223452315	36496.3441542739	831340.985762288	2144151.59486989	503693.940748563	453204.815212613	102361819.786275	74752.4545277437	248745.851987307	998236.095033074	4072260.09995525	102049836.972739	3123881.90447529	3826733.92963197	4654600.02203709	24755.3383064647	74753615.8228543	1654706.60087691	552424.708473126	1010847.67813463
"750V"	543385.899900382	113947.282287747	2057922.63352091	12696.9045484089	2208665.61094894	1212756.48136485	113921.634701678	1212977.86761955	128864.617365536	2220842.07314355	165119.937103157	4356773.82307406	1681195.11035214	472865.910437451	22343.4853853044	366792.448814606	849131.352751289	455613.851455005	4095876.4847803	195486.358190016	274209.435288372	4098753.00033724	188805.736414038	4374824.83680814	296461.880047552	4587717.66086304	87839773.0200992	408623.426896983	88323.8355076156	7733481.85804679	2619946.43281207	8126164.92527421	402309.257765079	1230764.22102191	9256529.47785828	171476.153905741	21336458.7948294	15801303.0539507	200353.47826955	186943.627453914
"751W"	1333790.51275603	885391.492616276	176454.551077387	1869.01781489342	620898.464311622	5996254.3363376	2703795.46868125	957326.89190692	322186.095113903	1178201.02025232	44004.2434560405	1703746.61499063	7251761.5420296	282238.34675366	64908.0175336578	3489566.14637974	155803.158768673	117341574.195732	6876956.66546796	274966.723159535	323931.647235852	1311427.80613147	29207.2047342507	15078098.6701933	57376.2440090415	423892.930064327	665613767.867877	316346.792330742	101414.056317049	43500329.4051223	894677.158712577	5437212.22211272	6713457.06479986	695113.048488935	55343164.7617756	66815.5110112494	7158984.77100565	5020470.21595926	2013388.0239706	624341.695121412
