"","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G2_1","G2_2","G2_3","G2_4","G2_5","G2_6","G2_7","G2_8","G2_9","G2_10"
"P00803",204277.782958252,389404.997874058,307020.067199394,422861.789602154,369112.054876652,477514.264644328,186001.445463354,481868.586622207,357090.479591237,264676.621210704,254829.970123587,221920.966528302,460823.799089729,535264.823057213,255668.287821175,599118.132120464,316700.92713246,415711.849787776,252923.059735568,310402.638793087
"P00804",932682.236043756,851415.584843926,814653.922441851,447758.458691317,1235072.79765488,815765.964651958,567825.870695036,339547.52286296,840902.601296801,682287.751739076,1029203.64895841,1699581.74003645,1198475.93533357,1105377.21808647,856604.164128584,1019119.62447871,492503.528332935,1163607.56906412,641874.594396972,799205.20395527
"P00805",63449.5103285962,40162.7148964216,79876.5686704753,116274.100047101,42746.4654923201,71779.1759006354,67606.396145548,58934.3145862068,69040.1129680883,27833.2673357984,51798.4362240586,68825.1306205875,36877.526150682,37686.8254243179,64403.1379101822,65962.7080101927,38918.0315188647,29734.7009837572,94382.4065433518,55239.1678764955
"P00806",836335.096716581,441347.089116035,1809406.37653384,1154224.81936433,641880.98676699,1691710.41327117,2286271.47000089,874199.191615895,1408695.94385741,1302558.4619804,2340311.6579652,893348.498988398,664361.07952094,2523176.66658986,1270611.91072892,983683.457328193,767020.013918683,1181238.76290622,632753.211925461,1358420.14959682
"P00807",14837.4615153081,27167.5686620413,58528.8028294694,14417.6589861833,20270.949767164,46819.2615819593,19585.9194834213,61679.8951601887,45970.5864882482,31178.9950763895,129172.434540852,189138.374892015,365605.883296925,210650.301123023,73815.7112605482,127041.219178935,143264.730443096,234764.104211662,216602.691293895,435205.470983809
"P00808",69360.3008991813,155456.605509857,64063.5519981822,190090.086452828,193539.658922224,250116.924829455,108759.531304716,127016.355517436,85192.1152271426,124092.605487621,73596.1151744668,170453.448530788,97669.1099312337,159006.253450681,85701.6720047685,296059.792599415,36578.4917239902,80525.8833561304,95254.1713418267,129870.056546494
"P00809",401478.341324336,347832.09673012,356227.956470528,666068.857403196,567063.36813592,488294.214220459,714930.944680124,395851.202329949,467439.115158252,314719.193969753,542929.030386527,530610.420392685,467511.074060922,360611.171815475,632647.337563473,216320.10840051,1317914.86543955,832359.190430571,1062149.56333373,314841.944176718
"P00810",128294.399397678,166170.85797718,94202.2578234965,137034.441350073,109451.654354882,104962.985068127,101862.739052004,139040.367929998,76951.2960077364,87436.8066262838,179972.368909707,127960.484416675,153358.852657384,88023.1838287974,64927.5049318865,116155.831793556,177819.088036058,68949.0774076853,177025.162616744,61923.7165297492
"P00811",285463.961223278,334466.155058712,450366.500773212,769966.73315033,499240.177492956,375829.011620647,269827.997975355,383849.525569666,296347.269882762,437266.947235768,371059.241625503,140204.304585625,543839.821072786,389127.060269232,215993.482196232,318263.699542191,535273.79588999,603449.010227629,271657.451086902,346210.838254787
"P00812",344239.744164825,382036.110280906,259676.417900043,322410.618771251,409353.688783102,532248.80419261,619012.117698797,950430.78429052,147131.16092365,336288.336287955,234540.096329658,761015.903071155,784195.714615773,408614.552626065,760704.380667405,386323.973069449,486981.142285352,427355.961590799,224466.832469659,234272.449741799
"P00813",1134506.30221791,621385.224255541,370840.122806895,212104.729332484,412792.42902223,424932.204390657,322707.446045468,624124.431115528,287557.840540776,332923.703445666,668728.782681863,888587.356441551,493977.063143227,342599.137860834,697127.339393092,569996.284898941,263974.042729116,635762.503020571,882964.156183255,220636.881996171
"P00814",358118.205400434,408643.303680874,174241.250538669,207151.734833956,369678.382922475,256895.748408141,184137.101547638,241299.363355124,249955.777889381,348280.107043145,136861.361154622,215660.652196374,399752.124404197,332179.913556622,208722.562895612,448713.434007588,199749.466847925,522743.13979847,153596.746162876,151129.749438752
"P00815",419560.739987568,171458.24818234,189749.891739793,805252.619204171,175892.218428153,142689.837941734,621537.254423511,276643.031330671,178067.344649622,354366.214480859,690281.444585544,102943.236300618,329355.023717549,279344.606148943,209055.861428897,101079.682485812,737054.258305772,320812.791807621,336591.923028346,542376.189565102
"P00816",1771691.58649888,885512.466246446,1609084.68448048,1851297.60210226,915104.063763961,1291228.5231842,1391591.01393047,1984464.39193313,2653299.50477312,1615530.63913121,1104405.97148306,1941336.12431848,511581.868282954,1753840.27580378,1095261.23379418,2656475.89510722,2725115.52798297,1892834.60742901,1464855.42509974,1478739.39825791
"P00817",141737.778378739,136342.737210869,209933.484859824,405795.438994502,145606.56080942,302871.087887713,345716.813898657,234982.62509993,335664.702680417,284041.095402519,258209.781003073,149862.67298558,261100.71749836,210122.22890049,282300.780481907,285060.126945677,327764.473385584,237372.810165116,399996.930891258,389788.892439963
"P00818",469805.480601454,625979.496916043,620201.975826437,247333.533659935,347469.655091112,567753.470033488,723010.531420577,218435.76927105,797089.539248925,361706.683203405,29988.0223620853,27971.3063403076,39392.5876110662,21822.0153393194,52186.287849582,43642.2668461258,48399.2289534413,66062.2700660914,77324.3386800955,34780.40972876
"P00819",1059180.33554579,328774.748978394,434125.04778146,506782.125861831,627176.360686339,504675.763656477,327042.060618675,567632.894386405,632219.01443344,508438.872881014,770059.524730549,393422.480471292,367563.059314899,813647.483984838,384635.876881885,532166.422080516,730019.108328914,376089.994123564,286338.940519412,305906.375031791
"P00820",111504.606851341,139175.742963188,178564.079170028,159969.591842843,74157.0625745635,75460.9274283498,51255.8941773848,111405.810566761,229159.792044675,70098.0270181171,210083.981445211,144080.414483764,175693.070745323,149648.666658086,46491.9262264885,33921.5587883237,148526.484074991,179742.551490641,104409.766622721,74226.4517531361
"P00821",586466.39926073,292067.81479661,290275.669422584,214469.035198603,185228.637169222,527800.02748719,396257.888507199,233451.875897828,337837.346171717,205642.082787421,148894.675045435,465336.400744973,329961.102700351,520222.002739588,175767.089259816,212045.101024573,279377.531396387,274855.560549617,168104.041262184,174255.248442106
"P00822",84007.9236027073,114592.26067792,94676.6745946842,67307.173115533,59454.5776556837,35679.6029722552,79546.612195242,154153.942812029,69982.755392116,130538.578777213,84345.2343083003,58697.6782260508,128412.26435997,92903.5882429771,47151.0735668252,140275.733108628,93309.4400894618,46665.9382460105,88029.3898710429,139336.269830583
"P00823",349307.992184801,789467.277522756,191599.425240436,134426.895650643,474144.583694691,185505.716038161,277795.425721438,374001.095919111,494910.2685084,424461.846562008,154492.568122229,440956.839263495,423161.684068223,695298.569061763,441281.9231262,656032.417982293,492615.732389607,380320.390315591,235985.405141449,205100.422196927
"P00824",702822.914592228,502226.707395037,341062.069520461,235361.674784112,913308.857590532,250116.274716664,855734.12808578,717121.526625524,665894.374480746,941930.345352464,325570.623758896,645164.691419266,437699.668742166,463837.734169285,468791.716390872,515665.182877415,721243.806380903,513571.936596071,375599.682110716,393051.00132252
"P00825",353320.834866682,261759.966000399,195929.300977216,225307.510751871,191913.279448053,171771.753235854,408232.430763026,124529.629439727,257176.039088464,198287.17685489,453404.301469557,165393.577393489,329476.420117728,163190.011717132,163796.121734493,113824.551698843,313777.27239279,127055.228673329,336651.597802338,161777.975262359
"P00826",1273629.95079519,549461.637702526,2363891.1421765,2469706.23912119,1107320.20450165,3436492.34466201,1024291.73853596,1002185.06979778,1870292.33450529,918585.616808487,2154125.36013232,651675.608412971,526846.524269647,1171708.29521659,741133.816782216,690436.46073983,2492229.3986516,693490.603037567,983401.119441013,2616820.1184588
"P00827",24237.2581642233,27798.763303006,61096.0303466161,37356.1687597128,42917.3408180171,43620.4020809265,33547.774484638,27713.2513680602,51950.1730414758,31553.6523966632,75264.6554737397,23652.1514627623,28747.4437352308,51554.8310011277,40921.4798310879,18393.5202763981,49837.0108024333,53893.443769749,27649.5362381779,77976.6415266881
"P00828",427499.613326619,501179.143287792,419321.406777201,352916.672588977,204973.711938481,558325.737186393,659880.202227415,550598.338197834,1196207.51943151,640783.652794237,604979.122757259,1213867.49314259,250037.914140276,567742.149982369,964520.209404915,283071.164146877,511310.458162609,583472.233866904,554868.004437326,625671.022995541
"P00829",349931.280004633,301452.453640421,234986.035707315,243901.067039276,243366.000162895,144689.255311724,509084.177408697,225352.447623262,331084.915438958,318055.324241829,406845.008116473,320631.271692116,239219.743718425,256364.676863027,526955.121769327,216829.684479035,324930.340370452,353689.757087203,382608.902926702,222002.867219555
"P00830",43796.225148698,20032.4975007753,31586.1760800512,54767.6258605894,42097.3076011115,84123.2207591383,15793.9555506022,49682.4440991282,24503.1082375004,32769.9301946947,55766.1221440713,18579.1885569757,48892.1122153035,15129.3865066255,33297.995262769,25999.0823815636,28170.2903466444,37192.6074957399,25867.5612622013,31356.3875882891
"P00831",292962.562733195,442828.066650997,149834.390737368,225003.566143697,493712.911919558,277623.187076019,146886.04282389,254181.013717651,252216.336130239,343730.212361875,156640.252118728,582949.598507989,251751.689188777,447994.034675127,293972.989051234,316365.482051593,173926.907784039,200409.076423142,278733.182586959,192279.367099766
"P00832",373223.619545028,87800.1451838113,292354.829282733,196633.637127697,155492.401228483,140809.241791987,220968.398093179,139416.889117583,284401.444525747,111175.600501719,198590.511566056,122929.244899184,250815.313718662,270856.798304676,190732.157773245,127061.519077937,243145.430804001,225063.744504104,286425.206504883,380696.696566785
"P00833",152860.347036661,230815.202242988,230865.080555823,501146.461612667,208395.957193865,511805.950774198,364584.364108399,423323.018575755,256433.599640375,253886.699008044,306736.482369882,229857.41181997,575367.413913743,228904.99306636,212804.807020312,495653.395100755,322001.893824258,205806.282678491,314103.971502922,57566.5071275353
"P00834",68942.3991139564,114056.934298332,84968.0860146616,79360.3419182783,199472.996730254,90883.1952572268,80521.7585429211,155265.961241962,136689.078957391,82026.3856167337,58327.2340103011,215918.828582409,99796.0727077676,102370.015869016,111919.851379946,64488.4716751679,56983.5642748086,101623.158029466,152010.108445196,86203.038333088
"P00835",145548.947799129,40672.0776516198,59703.7309757841,116749.359157,48636.0877435776,69760.7670043548,57075.0373133258,70272.4220679816,126357.459483401,210575.499785758,68326.7359962338,89065.3368561936,118439.639254717,163942.809056217,49625.1934504816,68044.9802793016,94660.5283338974,52106.129822719,70443.9291207294,130904.328194353
"P00836",639164.903009642,662550.849634277,379648.65044629,417744.797592264,356468.177710875,1207599.30799456,329687.831676622,296304.796987578,379504.860986793,1447215.80605536,346723.486513568,719460.652840749,269701.153532747,827989.148149786,806700.616564802,1015364.79142004,235431.487034405,434373.607639504,689941.996332502,461868.401435559
"P00837",281723.222581458,977585.279750832,230230.032167687,207364.100886829,383311.968688348,461479.302970186,361076.362104618,367722.895745148,324152.354246556,416637.984810028,149573.513691758,229735.686361798,505568.873624469,330957.417462777,383290.966299297,402177.359504407,183558.110799517,353314.476102026,365333.556262632,378630.606650953
"P00838",458498.510525777,453180.825542065,444233.19968486,246524.033109812,909719.936211824,493461.390496767,269906.893707186,485116.513476732,435889.052361137,250471.467086806,334821.342230564,328138.008162967,369179.447459258,421223.880505713,478327.404491,332942.657118774,540460.533426248,437256.786880941,498820.233163044,741055.622602353
"P00839",88437.9103439528,151793.174682414,128068.749093445,121373.438442836,155500.244333411,190673.975165403,92512.2140671133,140336.375565183,81439.230510756,131288.397803973,126898.032882594,207373.694090808,182633.713969956,174212.524338058,113803.229595657,344068.119570886,38880.5783496579,134260.013242953,35653.2729337576,143819.571259731
"P00840",368949.054530109,338568.838427966,612290.123751205,846479.100694586,832256.253822613,348480.015718635,626863.205613033,581010.158756957,384852.963434672,375226.502899891,324479.639195075,238149.816207909,509567.991909271,420202.409048081,618286.727318083,480521.850045448,529000.486046811,364782.710325753,838462.468641488,451457.076542603
"P00841",467895.838400806,270552.383569329,255351.706695592,139748.114052863,84949.0586580766,214906.499540865,170212.222767718,256019.126074303,477594.500918888,283802.639253344,263625.760128521,416095.937435701,222478.505078008,271962.249937194,246466.737850124,232078.10032738,265142.808956242,250903.144248725,310360.225655656,404656.113620019
"P00842",287980.197997888,267677.580074716,356692.281269855,249573.766310046,481864.000439543,421073.757631887,250144.999090909,201905.413893473,273451.522188266,657268.274237471,224682.167960539,650916.535451775,462941.277242705,289352.937538851,287992.982376431,783972.030453504,302735.738091799,464623.100941902,128829.146982625,476201.570413206
"P00843",1283515.03261872,590592.736395775,3922537.62109172,2196304.57256477,1257077.23949825,757152.433198836,892577.459682229,1326933.22561735,391365.220967866,1431411.43547412,201758.172038008,186623.461642491,303612.48517435,91540.7983351193,189723.667694746,94085.6628987653,206113.06717454,482161.2540914,176614.738150899,299020.088863442
"P00844",101105.788919075,72518.7984553521,40777.8300284266,28323.3940247427,85485.1051732277,28789.5508951092,54889.4179561713,45911.8078096914,68173.9095726632,29235.3200550772,25764.8137043179,89785.9993391722,46710.3575858717,63526.0304445789,53982.1526233211,137237.405493179,35706.7361006384,59501.1160192332,51325.1534743356,26137.6824842945
"P00845",284278.755851392,363693.363728042,425428.055132893,345425.15021616,200000.625501517,250293.941778784,579209.67125637,415018.176531321,503274.080150378,223541.526167146,595583.494162716,307614.426977192,376988.981467863,341702.85184358,330549.619243434,235716.083003043,152275.56893676,702098.658185382,346122.157812867,182555.987574529
"P00846",46344.5867999144,88129.6303695002,66102.6860958084,188223.707034764,74032.0850717478,65276.7779023339,70645.9879535424,86443.730740444,42379.1803713063,57841.3626500973,44763.6661603467,102452.24262717,66290.1966866117,84837.3549137828,63882.9103643938,90738.9495863654,51127.5353230493,59119.492800642,72233.0311416171,92014.8828253502
"P00847",645208.177829836,1675846.45085629,1038641.79940021,261289.959382753,815268.083737407,761996.349882484,506406.986763344,1053630.34808051,449481.295741335,649646.985138702,757086.331481339,932125.336188333,623245.327429987,1664809.4351503,1093485.00375642,1917296.48478618,712767.711691917,474523.138669506,519477.71569437,1534097.67697116
"P00848",1081840.09315011,797463.449637593,675137.635393847,709724.843856007,702834.207730891,833323.182970918,968264.984528205,474247.218049369,1245865.25379632,504764.954918468,355818.898268104,1449973.57902163,985661.498723238,483319.385198194,878140.028319727,1304955.91488392,898847.951869674,1380216.57044487,773056.477530019,844635.735909936
"P00849",408638.549249168,296498.357419001,1168259.16278506,1007047.57286554,334542.216491067,253609.431995078,393594.638245419,330072.730492743,515824.476734774,544169.15857696,505479.85290803,344971.293923578,375199.552548018,90809.9911609967,399871.871587036,191170.011851223,735599.078135577,288737.418506619,261064.508167514,816186.706152774
"P00850",207036.219299904,199450.781954667,271463.386989519,268304.948148414,295027.002677567,202717.834134939,326715.470777069,241466.522482066,183742.700182922,114578.683891008,115816.576769434,101714.454990074,163398.29519982,150507.486299271,118894.058014171,121987.350624901,266994.984069891,131167.504159988,139291.068164711,286026.630946881
"P00851",39841.945998791,88429.6450186841,39370.005641152,34744.3051790781,44164.9390083726,52456.1949529862,53838.621477341,53783.8012898417,112249.262584698,41368.8171230444,30232.1576621959,117074.285163308,91762.4666625028,111614.701164099,26036.1703915956,48134.0899569326,23737.870230296,107459.87972992,33896.9092588897,18978.3916134724
"P00852",536539.998962488,336973.330343139,1761009.09173068,832411.510457475,564770.163441807,302189.558664662,587835.247818036,741768.541290366,560272.979429842,312306.239443937,861451.788879386,603251.657667379,261157.655873106,358436.74406907,824044.880415705,298077.813721208,425002.503447967,514964.007558262,533176.813639556,1059836.12470138
"P00853",1231333.22926385,719796.154006097,893913.342873098,789226.194890819,753783.348451303,223105.997940291,288672.859135019,321205.672559301,570155.653751749,216928.631735733,637908.764833605,575916.906916199,455467.294865712,857441.241045475,584155.044954725,359760.536251123,826753.263459954,871985.693066809,276336.621453145,512639.055721946
"P00854",576102.52585158,376111.717312731,913087.11918791,462155.508384341,475911.603084292,557962.634462997,606011.835992981,590730.97394187,543870.02850088,414923.714993139,851718.247562935,984290.311147313,449343.010232435,838096.660944062,1316284.03565666,645797.537741655,843927.970924136,480631.656893011,815628.162723286,395976.860725083
"P00855",7633637.0338027,1784420.70372491,16727287.7287982,6769064.82886468,4799739.50668031,4699158.9766241,4836005.76520177,7642719.82281308,12040948.8025218,6600239.3588717,3986298.89442834,2038714.19913282,5606187.12181962,3755329.75641805,4474569.79594739,2031890.47150332,3530970.88784523,7049071.69725771,6228220.99714764,6301967.26999229
"P00856",317631.812056371,470361.004197866,539880.832874976,569609.454407702,357831.456270241,404124.324002801,614647.931586307,537177.023060694,334072.781623352,513059.769613982,359429.733276958,529019.176007502,638054.050926393,390908.711315265,287802.035917696,405239.188676246,603058.145003935,985067.892546886,645520.321016471,603842.413285614
"P00857",34615.8311651014,78664.5246375924,99611.122061036,114069.466127503,82624.8933811719,52454.5686531708,65322.5107751352,110755.224458657,33970.4625572755,56416.8601745055,60149.4566923735,48623.7365516866,75622.7758417303,47257.3863219884,96569.3502382921,51311.6522413226,150506.112959721,56551.6646599475,83477.66816111,124162.840347343
"P00858",59217.5302722976,140660.604434654,78718.5225542286,29851.6106411327,180752.829334327,72836.0847561774,91115.0495080406,138076.461093272,235039.662682027,60818.8682631027,42347.9040748533,99247.6886412231,82225.6577869636,97315.4144784398,141977.073303371,310212.328586853,52099.2027160631,51338.9044917217,66126.944186001,50919.5516035962
"P00859",724594.37210334,391698.582691057,310335.468940491,383212.770818955,245292.075105981,201810.222205158,99753.0979447354,203886.118810777,893068.017064118,198370.711772069,193779.068980021,209662.442876104,316789.024261697,207123.948330765,181058.823715643,627128.149197931,315788.482266548,258959.769452186,317023.44328772,234671.847468393
"P00860",1055173.96059699,422958.54728676,728556.301128853,943430.067746187,620494.788121368,535717.945783359,333992.436888524,889716.619950338,735948.162018427,1058445.35022616,516502.759914999,490377.178795659,611812.587241615,268031.116450032,404700.814659297,271572.371414017,581963.386191922,1104884.26506137,686958.774709732,475839.203685167
"P00861",564169.096961453,604385.545355101,242804.223949721,381227.045392488,479921.52557114,410842.933269613,399522.406858636,569265.46141482,348461.119414829,413679.009615614,416291.369226627,517092.956599661,355533.992858894,596518.092444827,594800.899966847,157648.845076467,516505.336588271,211277.793121983,570903.774779432,480027.197822569
"P00862",181296.426928462,377883.806251243,310187.456337176,719110.894815891,220991.811625214,855702.651260542,132098.456978408,152317.186978341,278764.469487667,211215.800421584,311572.472263832,223856.336413111,194243.552398153,126706.602226804,366348.153874038,87551.5981318346,320782.589475545,561224.888694753,299800.764533169,261261.860297325
"P00863",220215.121943664,60110.7811008754,247480.625114245,439255.449808861,135972.717248201,250638.519544245,325554.116040562,355843.716213949,350790.618791423,188705.174740511,215218.783231675,138566.500804419,296787.286545689,129549.634960261,143812.471138265,124549.121716813,364162.684742901,147300.53598466,197909.293328782,213525.918774745
"P00864",1737473.08231071,1412470.78795695,2042232.01707477,373373.386599124,928734.141209004,834240.246039231,933193.812140174,1209794.64230944,316664.470516354,611234.650981557,174639.282492727,459944.381495421,176093.270086858,118638.978058558,346487.074597564,327473.875922949,178028.850144022,319611.907671445,286122.996613962,183584.971088694
"P00865",332803.601986576,149150.030221471,440512.624254202,249886.4638386,333276.558553147,569337.416776835,401878.859841073,642436.854020838,649161.331183769,468614.794743362,270463.170593903,367126.469183373,359533.734840924,186371.307373318,426417.208090361,239311.207103503,422148.2718574,443937.684828578,585756.720192195,503728.352555372
"P00866",123539.025768244,173738.208016748,155611.665987204,231620.244444415,394650.271251221,136235.571125872,246781.897540674,193338.268790781,209877.449835331,556251.325044542,447285.132130903,212272.982915217,192603.084770045,154049.36200789,171064.377502947,395928.68482199,250506.449565909,223406.93223046,152743.102422166,275580.36429987
"P00867",630888.901700082,146027.750724633,241003.098656684,287561.986644784,168932.992341659,248002.067178486,178906.52322251,388335.633607589,138614.617200684,255865.722228527,280201.193623271,196685.422583891,132290.55140702,107608.453795951,220972.918759502,63364.6432339112,295765.429953368,220662.718926005,109324.367033196,196700.147056076
"P00868",258156.110994295,135304.118624096,474575.066930194,537577.330867683,184977.831792465,570689.427313959,220986.806381476,279059.29933372,420099.411222663,406057.344311619,139714.736023757,138803.64691992,258329.29394828,207286.481118307,134316.399888155,144913.026416917,520271.882259042,295235.600777682,169947.674042476,313589.218672629
"P00869",130455.237991474,175571.19096775,198027.72859248,141077.518736028,73028.2609899376,112860.751228503,225067.960550223,333529.476942925,302219.282930105,115064.867366113,116492.28118039,187249.814327133,143693.895103595,286405.841049135,184766.127585983,335879.343388534,141872.928521202,77910.9554455802,99500.5710663441,334070.136127344
"P00870",197038.059589297,133643.424838145,204813.787045091,448041.572874206,225946.26287658,331080.769323417,712117.24261071,258237.364781678,719472.438567434,109249.899430547,199657.123126915,196470.462675254,137170.083574775,383701.322252374,610986.85537876,146120.335506681,526181.169833479,426052.794944856,247204.594720848,252080.494624349
"P00871",1122398.88001348,1259230.37059195,2016516.31864923,3396505.41289253,1749546.24045889,2222431.55002655,3283180.69252329,1656273.37797549,2462768.70642216,6404197.07105801,2407763.6926378,941444.32366627,526719.254815296,1519342.50460773,1820417.83789159,1687224.90181707,3009339.14026867,805198.817400787,2255302.14553542,2238100.99217383
"P00872",623432.070600521,443572.497453175,465441.98730472,451312.030118094,606678.5606859,437332.06128181,270489.17796801,792467.543438484,457128.839799255,282737.528555286,236097.978248544,602218.3919093,700173.910507437,489663.434138925,1198596.38256827,447792.864832116,611325.712672438,253467.255216337,436267.066305679,513112.179735632
"P00873",154560.374471679,172638.148519264,352362.59099029,624822.96608861,250988.532072296,435288.675524127,148335.125631762,304004.787599974,179468.547774677,232815.760554308,200234.641916686,209681.998373437,226979.463151571,163457.136852684,163389.485407966,107931.908769474,520519.361573086,391965.026764862,351975.825587462,189692.715621341
"P00874",46614.2557917099,52576.5054595424,46949.2851730727,75076.1859077709,144749.762803828,71271.0044613948,78962.2990566097,87786.2403318887,65899.9516961783,73058.425461033,92945.7649896631,44672.5432054168,76315.4407956237,72677.6920449223,71953.6247134339,154716.948423342,71189.2778569952,40398.0881362736,88551.3517886024,66277.5340434718
"P00875",76103.7645156267,93237.3045070547,114532.055918654,100832.400773399,136212.617672796,81249.5809164567,68566.6345683085,66573.2261648533,97965.3583093325,66892.3753544032,52687.3505574054,62558.52157734,93625.0622749471,84415.9298480555,226464.181590284,119352.694978418,97168.7607627069,150334.530872148,92161.218440567,185879.717928303
"P00876",803865.612300151,392947.804225604,875986.705890998,413226.702504123,530721.792397468,1489111.58277575,371943.555282041,698159.841508657,727323.302181049,496083.831330414,182939.212415827,105989.423061085,145666.928376862,206067.682031905,181232.348947405,194812.043446374,157803.102803608,168545.264382619,112791.285569502,105907.425793555
"P00877",314882.828309469,197773.501589295,174091.23572598,210017.180995526,531942.774425998,207074.31889447,156299.524788177,230508.543511093,223321.132115127,167345.133779036,147530.275123567,231063.258945509,175175.006855487,263683.374679606,228896.96851238,234959.213840075,378277.342464756,193662.577685488,196661.490188363,321161.333356702
"P00878",176949.07107785,193203.349448023,120970.149275367,225055.835036684,111774.39801997,256569.666315192,70663.2579225086,107374.019683699,37811.4754647645,113064.342749751,192300.054377249,135116.589599767,167708.168388114,112064.869722232,73144.8948229278,218758.168056618,56721.2681038493,101946.765197223,114266.252033688,134624.355830998
"P00879",1376356.87271452,5218754.22492106,791154.182347807,586812.214971749,589131.581487655,1351136.93378612,1170048.56446135,1178344.14599111,1032449.4306966,2548518.63482561,775879.394463762,4547342.61675929,1566574.34359873,3644017.67991578,3183352.31286809,7846335.77837684,804419.542634411,615790.96742793,1494213.88543932,2206612.45455919
"P00880",332902.158677855,359893.648559127,187728.698010235,493884.734733434,188804.245769309,367459.449014372,412902.726995386,222168.211654445,279396.18834419,208446.403841492,427379.96998837,92668.7564968893,236388.090219974,157840.305883386,277978.279137951,269451.482351471,232900.046075389,456919.601363349,332295.874922211,137473.446119579
"P00881",222580.270879083,838924.860976009,317608.772011792,474386.472854891,667035.748370741,244769.185000364,321767.847762782,374426.229995559,354463.54516406,421441.124436542,198932.049801989,280330.481324967,133208.198668506,416593.334706972,448643.927035722,509769.811016362,447214.925774117,288875.240455909,430329.989945418,312372.285540591
"P00882",29276.6854276452,21850.7033272428,26818.7746293535,61334.4334444806,31633.9475363074,40934.7918587453,58577.3666467783,16738.4874604526,25186.8278936557,26329.9505839873,54220.8219276888,18946.1718086875,64413.2806161481,14130.2459217775,34716.8696692349,29077.5664544863,32039.4899162505,42424.4909060063,32368.0987351464,69651.0996691244
"P00883",255464.284642232,309573.125684086,122812.457700605,251892.949661436,364275.305163513,135865.978331251,140581.756153704,261713.405352586,236736.763490035,116304.192968093,85353.1131267448,81369.3740877054,257657.239561309,185075.596514745,199359.58579287,111100.128606111,250367.919707144,156207.444008241,172484.768141993,415854.03920666
"P00884",215678.207181097,44755.4218938501,109564.156949532,206999.676603517,132966.042609253,90057.9045079388,114236.162232251,151515.511403001,193427.194440417,216162.595209585,177998.757250976,119435.885142263,106875.194743514,102927.434047903,80668.3093836543,103034.8509374,121882.802086275,152575.800533865,162119.2940506,296518.677711716
"P00885",898861.27600985,635711.453135607,1005466.30349106,325310.464510564,429782.836230635,465436.426839294,1287128.51419972,1035657.48623078,548406.955077238,969974.473520702,490844.99872935,602640.715987748,290540.039795418,455263.280403325,639070.427826092,298277.741082028,301352.609722312,189480.458152721,639126.813604144,381514.045459316
"P00886",201234.055114722,183257.798429439,263798.60319243,204769.058656156,222473.00172188,239753.455215039,238630.452841521,160494.134984189,219250.810011044,351161.146606814,201963.907030101,189168.992526247,245780.621871969,206699.693909494,268468.980034747,135112.326897772,140289.871019779,149021.597515609,108979.399200895,133517.72278296
"P00887",204657.098440426,149625.36082103,488882.752964242,578934.928837896,175718.917288967,334477.134709468,203581.666410571,278783.055983041,223842.970288666,118064.32570682,308532.476956434,161818.867238549,394675.780938011,382442.041473214,208433.087566324,247147.049482549,379706.639757117,297263.997716315,193402.370997264,312570.073932285
"P00888",418270.651684368,524714.681947626,632112.182157914,277204.028625185,407049.404989761,385637.836741307,588221.999488084,713138.110395367,424067.662838357,349372.644428815,400547.583351589,487237.657784499,680703.782863822,450706.941830902,464831.453557901,517942.157983664,638184.336741809,1057406.18550855,871628.639089463,368379.962123459
"P00889",265701.426083915,152986.076305968,129273.840636828,213549.429655206,162067.593135235,130545.408909098,272998.576391423,106311.40999892,320195.19628719,189250.92844056,101510.427444698,249336.962921916,182073.800780585,141913.865740286,174864.822345793,124532.206591948,84162.4463927181,163634.034305987,117311.415000717,131970.204322204
"P00890",169965.213697541,902456.676132172,553690.357402872,331862.759802144,433822.47018278,450367.264433557,441023.904141666,854755.524921254,262850.312640588,593996.747716743,543858.465002362,516075.638465807,329529.305309365,1191787.81775218,402843.648995981,1482851.52385336,230205.90156157,462740.218425907,620655.850437319,351771.10588245
"P00891",148758.081129371,190659.857663705,84493.0174011379,148673.721323224,86642.7413055673,165501.084539424,112488.395305639,104451.487590217,127156.75528687,116433.546349461,115480.470888017,193249.36814507,98408.5511806147,192901.179263202,113673.375817276,144323.241981298,131584.183470716,169161.054093999,94066.7987177526,188771.681504724
"P00892",5404775.89295093,4103313.83087591,6336232.02604766,2909461.74894336,3833374.2601162,1290831.39191195,4258561.08719061,2582630.68443876,3738974.31245718,3930729.76285705,3646870.79063038,2353033.56232903,3182259.68446645,4127415.89175296,3335866.08004377,5247888.20833368,1836065.12557953,5273929.25223351,13225728.9292779,5945452.70325926
"P00893",810676.888933176,489636.685212815,859048.277108323,1171095.42437413,636330.143630588,1283218.32991485,1204948.2253753,901196.368295121,1205962.9854125,464476.754813433,920156.090615637,571725.618518085,533468.689814497,335604.196413708,657243.387560816,412942.231234369,649331.343943015,498804.661908725,692509.943828545,640309.351451792
"P00894",320372.013092662,165234.073153687,387293.619609406,326649.641812671,455067.239917547,478383.341932493,134860.521352387,343422.387667946,353209.140967093,604620.24729785,216138.59751272,288052.001789776,109680.531268163,383093.057079984,125022.841417319,420866.997311438,206193.330151429,177424.81774584,263524.447568991,110103.774975007
