"","G1_1","G2_2","G3_3","G1_4","G2_5","G3_1","G1_2","G2_3","G3_4","G1_5","G2_1","G3_2","G1_3","G2_4","G3_5"
"P03871",320571.956299559,89714.9856264983,198666.787173333,214376.106237235,155963.608347762,84617.982582039,100101.553854177,122544.088258006,192740.106371764,183575.54982458,46103.4852880257,164599.004195989,300271.434747682,580073.448472251,150744.66082708
"P03872",337037.536229153,64814.532874291,118767.0886642,188944.252505941,140301.207208892,89152.2277078522,86589.3861780926,134931.672961552,203380.758822708,163876.373914445,43753.0357851026,160450.368414351,365700.892740278,585305.654406016,158728.227421403
"P03873",505386.721508289,110208.962598379,256678.912532754,201013.440680661,286110.461599968,76505.3398348443,204487.267696519,254398.353421319,268841.361536541,266259.181549997,70238.0611423987,225598.405132784,706703.838842459,1750856.00853476,239542.91600841
"P03874",207060.353371742,45429.1115934744,129561.329313963,143703.316087746,118906.148831897,56079.1801813677,80453.1026770344,79642.2321211871,127410.999998426,153620.995059144,44415.6998331417,124014.030949946,346712.011856974,443559.782648,116601.62873016
"P03875",219968.969028423,53647.1997078565,131470.28000154,142064.821760593,128090.544895549,47873.2628418078,115656.727936069,115413.788627019,133600.252938509,180695.682778451,33857.9004889809,105374.363262325,326164.50587875,864889.678873258,106899.956729458
"P03876",174501.866776875,178736.008519903,421050.95227333,118865.498749916,533749.933526923,310176.808811862,42327.5629622443,214835.057004402,518991.704091126,126862.152723049,139794.808673419,461799.339799747,243555.395216914,709997.56550119,495442.741077021
"P03877",570091.90222079,251641.548255865,359295.568616585,549785.772612687,400018.087288218,331696.685619757,112875.694134885,194838.096371072,580695.865701344,379008.849801783,116473.806425686,457085.910688731,518706.332929614,542791.396584217,470613.87939684
"P03878",5882283.64493019,2136089.28518259,4069800.56515301,4786154.92944302,3766236.53931743,3443910.67684441,1078120.20301859,2316862.55055141,4593036.08292054,3533495.49383417,1194468.95188152,5360568.45737119,7356585.27398466,4636644.84294925,4624622.2895643
"P03879",1963017.99526926,477489.131793853,1079256.80306068,1392967.30439077,1065968.83798288,468397.601126831,480374.979305289,677801.489292492,1429500.76275231,1127452.4010777,342986.258860661,1199530.41760484,1742416.54706382,2929969.67289068,1270022.8229362
"P03880",1195164.45954221,285332.367152791,742981.697938469,1088891.32481729,758332.311118208,490874.23893833,401910.254064379,402480.269381657,1045584.40228174,871939.837734784,199334.191510516,803180.898868041,1398670.5439771,1610060.20638873,924334.742048116
"P03881",660096.128313654,139891.087486129,359800.990697369,446210.039446031,451667.338912742,153014.490439708,166387.590884767,232930.64208585,357972.700616136,424923.988774522,104389.509763435,207501.412375353,769349.565194908,1234494.38786591,308353.316334185
"P03882",2525588.32629396,1294704.02788321,1400702.1525314,2971706.84294555,1624138.5869505,1559162.97024832,480991.288545639,783636.277766377,2707088.67452879,1813707.66457959,625837.305685862,2259587.51115671,2724406.73360777,1782803.75343428,2952689.05763088
"P03883",549063.919469458,279878.837683303,429696.930012863,511523.103078353,528319.541063553,320362.733639306,232377.243907876,358018.248844138,748527.397040423,554591.472024033,144838.131750772,465527.371466734,1007607.67535287,920693.159934879,700700.320875069
"P03884",519759.584169369,106489.614977387,333293.21004652,316862.678978395,303440.825463631,117989.967867242,181228.399406111,245526.525996818,266245.106937885,323118.941580832,61808.2657602114,252105.511239451,824449.653001525,1033346.52337081,220749.4580234
"P03885",2996587.56182535,994084.267486497,2389349.24222802,2789642.43912447,1713297.97404429,1281873.90352771,1014399.7160039,1383715.51235089,2459896.61736874,1946676.67838107,588290.243449744,2003742.9428082,4571341.49996125,5173791.15574308,2522997.97236601
"P03886",247527.478713094,56660.6718013315,179147.36599633,193502.196520269,181773.701114814,65321.7331287984,123988.582867626,189203.877904047,183324.052041411,179196.557512583,51683.497134122,121948.474699345,411180.318255259,931943.158025864,129888.304989095
"P03887",1371808.67724139,298514.65351242,633893.277864925,750083.381722722,635535.889180518,424682.602702232,385775.055543809,535893.817426667,756859.215983287,635611.550130398,212030.403968847,541274.797383448,1275789.79902506,1892219.30658889,758402.811405822
"P03888",1122017.73860269,239287.453539724,764249.66672795,497672.491156887,784892.815356022,204789.958056658,343946.184849815,539483.550298597,601792.55029556,638364.843917666,182639.623079039,469569.223601095,1835701.91769576,2354340.09982622,632434.22107216
"P03889",1470046.60396545,502348.531934138,1133825.49955637,1214309.21878025,1255468.90921848,584841.80725501,420476.268978975,791221.502781651,1135495.27250216,1156006.2160376,276083.171710877,823523.642061576,2210458.99346803,3012661.63678489,853636.175298641
"P03890",247263.437356728,29180.7271265132,59168.0646984869,194161.669175401,58734.2700840476,26656.3308463461,119434.495965305,50266.5909826394,75133.9915269362,223853.245799837,17114.4084123715,54414.0648816874,313160.02119791,330401.278817987,57247.3126213598
"P03891",57951.7744221801,11268.5475247661,42634.3849527308,49820.9575176658,37343.2596350166,11625.6192964738,31062.3400480039,31194.1318899662,36919.2098212441,40594.5497621609,11365.895285568,27068.7943106073,107792.086135665,235194.853977526,25500.8715022573
"P03892",87704.2096760433,24571.2432491319,64946.5683043575,65106.5314072198,73702.5489930916,22273.0765996802,33127.1408215497,65578.9750591617,50799.4407719556,74327.1453734285,15963.8468161224,52799.6937131038,155298.22823525,247831.902031364,47930.0113120932
"P03893",97504.5728200182,32376.273875826,85962.8260068455,66060.6464523699,95970.2352946011,21956.3403462974,54032.693537826,83608.3793104023,98528.6100299602,83260.9106520187,20786.9271272523,73247.9744782318,195088.203334146,486378.047944562,72973.494527409
"P03894",1811838.90811236,482223.865802296,933268.688251177,1825478.35517044,1323814.65507575,968203.073670445,309857.660809207,601071.809921034,1713875.13194425,958393.99308738,387632.921487665,1514744.51933114,1846607.47739868,1837079.41838287,1511334.72278324
"P03895",1153346.8308625,393012.480193903,588485.37732964,997584.467859161,886275.791773325,246206.87702312,635167.86515091,585706.269257127,768867.835875344,747394.757985899,187208.430415786,572090.562512285,1877772.72975711,3437882.56122184,608852.359964701
"P03896",2170198.53491584,965142.063055816,1537640.49742388,2272253.37938961,1826740.49301133,1611844.47994303,652300.926687374,1105835.32379025,1896142.63442649,1784981.47878534,484650.107979272,1944286.38595262,3645266.39624008,2843950.99338112,1724061.17809163
"P03897",229363.771605605,58993.8489684598,170303.534234899,120612.565804346,164226.093792517,52386.1507436781,128456.924979119,148809.762816074,136787.851420416,187670.625891871,40744.2472615045,110960.75609847,404330.526837187,907855.892267331,154474.479472512
"P03898",1231148.95043328,480246.595913131,1012888.10103826,1433427.82392903,921524.424455187,435684.825723547,444849.245648277,557236.368521297,1449631.82888524,1379120.64243361,276781.449385374,962593.219961033,1606822.84731787,2145342.71244301,990773.032465047
"P03899",1517607.07889278,367117.827411366,819914.75930721,829921.833922001,835174.743478672,491323.848223586,235152.736710364,486256.67999137,918787.743614797,897689.126487434,231259.346600688,824503.566622727,1784089.02799087,2172414.51929532,763605.129132549
"P03900",169084.470258827,50305.3525752261,115012.752266787,137621.946392552,106994.854726507,53031.4246211428,74715.5545776053,71186.6030258827,155951.093119286,126152.189682912,24780.7080627088,108137.074397911,322244.854480882,343322.016882442,116616.763475186
"P03901",934667.740362601,298116.724221412,480179.973448574,658144.6499251,642074.388612521,287682.1677099,311462.182163681,430629.767922142,662623.709008505,532708.826957036,216325.038281484,534534.547198722,981107.767758353,1870451.05507655,502667.00810101
"P03902",2130643.60416553,532764.344614884,1227384.84967812,1426870.52325458,1414932.69084028,1015813.24563801,437227.3059269,667735.313779838,1485216.54401447,1247047.63097522,343998.930375825,1187731.9645894,2631675.25515125,2658006.67047075,1176444.36898415
"P03903",358659.002915973,102549.21218565,144684.594595489,284785.363656856,223279.884414662,131622.725489965,116470.015020809,158993.289754222,213948.039296604,210912.199915711,51448.5760839609,146762.388143598,486975.978284161,728537.746190988,210620.916498389
"P03904",1200038.97034359,394495.113616232,995940.117227045,846007.939816388,833214.126377454,439170.654675189,369975.360885811,574306.318003931,862377.435529301,876396.531690469,223307.429843263,985556.163004253,1345808.46850699,2150007.2416546,1010085.65996933
"P03905",1199209.91627427,350181.472153357,787350.459761349,1028321.21520837,883332.562492253,448205.882574968,396289.645353974,471621.936586088,892228.169401558,631932.249409274,192019.177613996,902000.147857331,1597062.1575114,1400574.89947438,661805.008627292
"P03906",546698.868752759,253587.646556128,475964.163625395,494300.862956174,553896.130964639,188976.329710941,210707.165254565,327337.041469409,470272.393593959,474852.339783681,112873.538857991,247458.973885608,783238.825512729,1207467.24370121,396191.40538411
"P03907",57207.7698470042,62664.9963497238,158570.704424485,41513.6730023382,223225.137623065,59741.3613002577,25206.0050188696,97325.0996015402,141608.556584927,46129.3849048346,37226.2866846959,120810.631611274,128490.103620408,750275.575543844,126688.390966662
"P03908",1349292.32019072,340955.716124685,743922.077822302,931504.764337854,873985.852254989,396123.264736132,387670.423201971,711855.058749986,977923.389238143,816533.670254891,286233.969051875,809090.337272591,2035089.18459772,1833257.37727643,784496.025500799
"P03909",823330.789189229,352403.735953084,652394.81420503,819459.843295607,693231.858425886,489397.559295776,179719.4745195,383908.284589653,779163.99476428,787827.296985723,263997.747155883,1198167.12491673,1135192.57116774,965101.442445281,881248.794319339
"P03910",531008.574841345,141579.475678735,359948.287967369,340853.096842393,353065.499953003,137768.895895622,128174.03045721,192422.033669631,312722.756256946,290240.799040308,93726.6972641367,264289.59434193,672757.391586627,683554.70888413,293569.004997595
"P03911",2295093.57612289,861138.099912177,1307475.64538033,1637189.29175353,1317132.60378683,1058436.77482908,601870.88944347,858365.082891067,1914381.31526023,1567660.81946009,413774.296035929,1170626.88172634,1951255.57628395,2521604.6427728,1235359.4840462
"P03912",2220213.32390434,838184.903307062,1448026.04534902,2058116.62525588,1567423.92108003,1026787.2916418,622108.283421399,922984.774488044,2278111.10551621,1116930.55826416,429904.769561464,1323664.20566374,2371557.44409678,2016658.22485814,1388578.63735182
"P03913",102963.56248213,29620.2669784856,67411.1173659875,79449.9129063812,61289.0879688628,24682.8172137894,31459.6072668525,42585.4035779568,68934.0886037144,49812.2251848223,16110.922142052,56980.4208724954,133834.291682028,170824.187761003,62046.220876412
"P03914",111371.228766745,29731.6889302718,85745.8772595159,85763.6329917638,82904.1555944243,28832.1887577821,43974.3373642544,61254.3549506401,86486.2946049656,83397.6426294463,18332.4209511278,55084.4488720854,213757.969622942,366502.415228577,74915.3779126715
"P03915",844537.233647663,278420.882402424,631384.847835056,710708.722531703,714861.017279578,320378.95457429,215375.6469331,495650.463724635,708339.236818766,576402.942266476,201479.5356203,633532.168361216,1347035.19713965,1193469.95843675,667280.865371395
"P03916",1517688.65709296,548775.045935726,831460.880897788,1752553.05006818,1075872.48471171,522861.976492843,486745.223633525,544974.862224311,1404113.9334876,1150738.67028249,263808.802426047,955706.821931701,2047006.2845409,1419506.61977228,1628692.0369514
"P03917",1383709.71425657,494624.628001088,909607.639744278,1288879.31280409,1125828.97743092,599476.257166215,473468.178382289,798693.734573893,1353861.70410488,986058.420117269,340237.306826891,1178998.74456298,2128039.00445392,2466356.02156123,1391757.29362897
"P03918",144481.769846235,48148.6252554497,139717.092796623,141499.762457556,136649.193056468,42330.1033107621,76342.5209524182,99744.5407812249,129329.618479797,139795.128911016,29522.1591318144,110422.539570103,294481.926817881,615393.145505465,116070.1136003
"P03919",71000.157921015,15510.0564443171,45192.7085618214,44359.8315515959,61392.8957662557,13190.6999013808,46449.7390282018,55045.8935041241,40222.5212461295,54755.9158152243,9010.4804331409,25530.8419278846,122294.58980773,399665.773910077,30026.3607283749
"P03920",3197994.09213309,251641.45349887,434586.314284559,1220921.42537891,616229.645529249,230531.275956074,752640.403517302,320934.598047385,563990.875908907,1770948.3691502,149996.879798207,498342.742076436,2487457.38606459,1165203.22112306,532090.159514378
"P03921",1847390.7104284,714471.890601224,1668459.73240075,1591772.98251115,1571378.38431216,889809.28456548,505741.804267466,757345.834589267,1638156.47076906,1290175.03644091,407484.693339855,1512601.10550389,2036441.06197662,2451369.11703587,1279189.6528103
"P03922",336080.137682977,94784.3542756658,228803.548603095,290189.392525882,295059.291569441,104075.381321478,251322.250795233,259575.74564107,231405.791254728,293966.55985872,72203.8318595889,300454.663189659,654250.881342106,894615.487905494,237709.108506984
"P03923",340099.809025775,108750.150731539,254736.141133419,273572.143448772,221831.532674479,90259.5746940023,117041.831974952,142373.456716066,292275.595329807,224844.840658014,61583.5249138189,171552.925577369,410849.663249367,685428.015945456,146373.569907343
"P03924",730199.628855461,135463.367079928,372653.023039605,365945.048799091,493391.754556337,162306.709987526,286484.560498767,318978.947820514,438788.420418844,529309.2859094,106694.348160825,448828.227198216,1018834.72458724,1513146.12683173,320703.738563161
"P03925",731464.030698925,180048.870157811,417345.070939771,632055.729870531,393619.600807219,220032.713110927,209785.178931934,284419.250865242,504860.199538229,381138.825788108,109677.295099998,572590.374835963,684123.248509318,1118069.99480908,467522.561524039
"P03926",687388.78785785,252083.490212613,493338.35054299,609067.497530562,509354.9431758,238452.820655448,235945.534834887,427320.638576413,554228.729040514,679303.276282194,145238.547946389,455994.515028922,976145.814667863,1452245.85226952,508032.783305546
"P03927",3641476.87430519,726836.662799845,1639646.71743895,2627602.28070429,1800256.91353321,903328.403626228,982635.152382189,1686342.88144547,2473753.0856028,1742775.73486199,453333.962517833,2137838.39266332,4655715.81037761,5437889.42540935,2263712.85060077
"P03928",324382.388494512,106208.632717643,176647.700929708,254143.043096663,151140.568183716,88948.8336544633,103976.510906238,167008.388502873,206222.981891451,255630.004839561,65652.5680070964,187629.408261731,465519.507613062,570248.547274425,168688.615349513
"P03929",83868.9354666568,26646.82487819,62877.2916629694,47168.4965459993,64064.5096203981,20320.704259223,46948.2713549954,63402.0453858596,67976.8609567293,74780.3777407667,17155.2015791251,39898.9547671048,124963.906033564,370900.61266249,54412.7631749094
"P03930",824553.268845101,331376.406821873,718691.990065865,1004918.21932896,637893.115603959,506789.699606603,184032.936732095,350105.387662029,858358.486641661,746797.265563124,179928.569445109,766374.310768886,1202580.68833966,853979.070685567,823067.145533447
"P03931",253856.890909078,54314.923072519,171595.766846869,158517.585696709,180549.824146121,49807.0644217363,188238.689748588,156412.084461924,151017.873403274,190348.943256019,50835.8683102333,101805.997987211,469820.817105252,1258134.6000157,125603.778081082
"P03932",1408556.49964313,337473.455397757,908092.039056822,920141.395902785,781677.534324785,531004.852426265,361114.380828991,678775.256601373,975095.179328246,969421.685957634,264570.247313212,939936.577210129,1634506.31366146,1676610.05111626,1108288.50939877
"P03933",303220.579314278,67464.8753271486,221268.473047573,239361.449050645,240094.154603475,62434.3375147036,179602.29803665,236874.326363735,235383.05826155,244305.895047336,58862.3221551074,173239.951043607,412088.405596315,1151193.03342101,172894.09051964
"P03934",180917.335615513,55271.2809400952,100356.699737382,106120.902077119,109800.962314472,59615.576926781,48417.1137933904,89263.9818549677,132101.15307405,101934.972915755,29107.9741188893,110045.78112116,226373.639643286,323883.957417578,117296.421126733
"P03935",2616459.18841096,892122.675448865,1322386.84370015,1792211.98675228,1860318.29321261,882801.124205454,748896.524526113,1080181.26775748,1932197.73869525,2203813.04685722,456643.533428412,1628574.53791326,4067465.31800738,5164625.85203394,1773413.15190967
"P03936",119842.125315148,99111.8031891179,191958.814314743,85781.848823433,260897.740696951,131929.911518337,44405.0738426883,160706.985245269,290004.836630819,74899.4405513589,51509.795890145,220483.562038316,147406.31574121,672113.840511277,199733.289665325
"P03937",264872.10143748,96457.125420717,177223.423684458,183596.928415181,200898.854568163,39571.2871230564,161127.069985025,161813.295088302,185982.530746733,233624.449857682,47505.3979777124,115639.64496473,478710.701338893,837868.038640301,153251.078878559
"P03938",468269.42529442,158030.363730419,316127.755078843,380448.414742728,275375.545276857,193277.310352198,125660.791153812,209254.962243888,341964.027615322,238814.119741135,100337.221077633,381199.516824379,500886.284786939,482727.089661907,409697.919000153
"P03939",729423.862769544,217818.077752419,599327.570342171,471914.826399943,589474.194026852,145928.292643188,267402.503923258,442609.59681255,454717.200836932,595830.18128667,130270.512427402,344437.977692714,1083053.95633858,2209951.17376269,408614.202286228
"P03940",1962749.92861277,607323.568598789,1152537.49368289,1250152.6617153,1046903.17770917,920513.726597992,308693.975419937,565005.601869936,1811333.69768765,840122.390953448,332244.147952285,1165996.25917776,1658969.01622273,1090373.51949212,1763261.42961726
"P03941",352776.493081028,90950.7305912204,193903.191090639,309631.491772749,262527.277516234,86098.9466335674,96586.1231910187,160005.342927552,300877.838193866,171249.503767328,55476.4026560861,173786.434059086,566764.72282464,556551.995581043,195452.859769371
"P03942",348381.787441067,54768.597899099,208980.626597231,169260.355336096,237962.117462759,44832.2370434204,174813.6356498,204715.281010772,198980.438435473,223388.135770757,60389.4520604013,149924.429957815,733601.894659365,1440724.93834273,171550.132405071
"P03943",280598.995326483,91221.4768182032,178559.48989463,196651.822962512,228172.275737885,117137.912557049,107699.253963121,121620.641618649,256275.253061862,202281.484452086,49797.5577159151,140897.728943287,425484.844953735,428962.134967258,214393.34409973
"P03944",422944.555837847,86593.3732159935,231989.500899772,215606.668907289,220839.295971651,92837.4429413423,134943.731031435,177293.565688206,274688.867431238,262246.95830286,62007.5973204981,168735.380168444,485060.587289456,815225.411491229,218480.642907304
"P03945",795512.866308307,304074.701270886,728394.602124485,629901.563115478,653102.986154328,241194.212185056,539754.353547203,365380.889703393,744650.550901527,899291.3271156,185647.216090005,513956.34809611,1322185.91093977,2232908.4343894,515848.033323599
"P03946",504983.113825524,116442.353618927,364493.978139016,239191.48538116,419072.253833511,115375.199335758,304825.933830257,355439.9319087,349333.887011051,407899.388214167,83652.0247294632,250999.90010628,1174907.76937937,2007701.2882969,253057.301965202
"P03947",1110403.66940321,440257.774051536,503188.392696137,1012551.07812215,529604.660266664,609286.317253497,178708.081747321,337877.01866824,848720.66103882,572112.744976198,228216.923936835,918919.175734649,1149342.0170024,641405.808127289,793270.903500426
"P03948",45529.2929436184,12970.8979193613,25121.4295427599,32645.8386726519,31211.8377385006,11425.4244070331,22086.960458645,22341.8736669066,31799.5052875888,37412.582646688,6894.99761705576,16353.9863966703,81280.2294083275,167832.570556345,26795.2677834636
"P03949",1893924.57645702,639835.881910769,967291.41878953,1889539.51148315,1117904.30729313,569469.339554442,374545.878273544,560653.157012781,1179197.29070676,896268.961278804,341217.378117518,898192.317651085,2401191.65513521,2273447.21856747,854547.303975029
"P03950",530796.14001,129512.96168111,278607.546702551,339836.055235301,282455.397690672,111661.137021649,194882.754666189,216733.007125407,325205.883875525,362297.163016162,60996.9283601595,245088.080248733,536578.546914746,1439792.39415504,240478.58836711
"P03951",2775750.88819988,918115.08754151,1198562.82466243,1812512.21683109,1944222.74849125,1033868.25107819,759192.656949735,1211112.00920637,1750623.07408844,1577767.86141287,544532.546888596,2348945.26346913,4698301.82692708,3756022.23418253,1786790.75591109
"P03952",2122966.56898738,617646.685373734,1833978.22522361,2081516.73869913,1863490.04788467,1222582.57602305,681405.134123217,874406.283677218,1951916.6298099,1629192.96708501,495072.185203559,1491797.78311756,2912225.88149497,2519891.94585052,1889357.09356387
"P03953",81695.7220620621,18734.3732337569,60829.1853632897,51499.3713381478,48393.4983301226,14829.4524830623,40367.7111997196,46242.3553483228,41879.9344333759,54558.0497660365,15863.8829271145,44016.516567687,140820.137232565,411641.3822585,43712.7006260339
"P03954",529585.00273568,149385.359602365,327814.6019682,551233.613265432,440599.131389512,264488.931029282,202414.90626007,333419.91420198,414559.721225477,442347.87254541,107162.366760176,404856.956208733,884802.914920789,687380.583176669,386634.129233528
"P03955",141875.899224398,55235.3717080031,128592.869334842,130208.384745668,138708.726218018,70884.0647028433,69426.945146147,100040.410449773,155483.165047407,126215.175145738,31687.8385410214,150317.105892704,281861.143418649,393971.746326037,102180.84633316
"P03956",385897.216929753,120378.902576908,229631.481091484,231739.000581289,265147.37127993,117745.141940767,133583.886336776,223707.486673244,256963.668606326,271793.027358193,86674.3400281856,198860.241578029,517040.70073582,1086724.71180388,217113.578403686
"P03957",100416.244303648,37973.5398303439,98683.0390583897,73006.8559976306,80574.3188408497,35877.7399556406,63342.4360637251,79700.9726393248,124178.087245103,94898.4516220481,28465.1783863357,66256.8523340227,219574.725749989,354113.095474237,60279.9014038202
"P03958",11529363.3385634,3204805.7000029,5880750.62138683,7517906.18161292,5728427.0893631,3009621.12334088,4034686.14798002,7398508.12705809,8897545.78881855,9666963.00112026,2441910.90895337,7807044.37192814,22720312.2047961,29712538.6680839,7315252.91188915
"P03959",1069520.6182143,57549.645690364,129458.098943132,911502.533826499,122449.839595049,73948.8376667539,382569.670467414,106649.692146222,158360.585552981,751884.751926986,44913.20590669,141416.021752069,1654097.40952223,465293.755895996,122067.538552611
"P03960",401806.371559506,120447.29796245,257213.339964268,292602.654637745,236879.590029352,98285.6858115793,121589.158953531,198185.250664628,267387.969817571,239031.597051894,63098.5485579026,207502.460677832,604301.63342879,1100662.139465,177326.839977356
"P03961",2370189.51692932,736107.763404909,1280071.62125435,1991865.16306677,1381259.70401983,924801.797594332,378567.351154378,874465.088072133,1721598.74972109,1202306.89739662,427006.274775075,1573472.70210295,2191421.02258094,1630749.33171535,1638560.49168888
"P03962",1614083.53158264,514559.989198174,961275.645991918,1341788.3369933,1069762.09342943,379743.426054919,478513.934724508,884219.128301955,1262153.25908816,1288865.11823472,326979.629279133,997043.644024183,2841203.83265907,3820039.77523631,985753.202176753
"P03963",5034246.9416836,1876261.32301234,3858670.28468056,5660185.96699445,4260761.64924016,2508044.04504813,1113113.62348242,1953784.35997581,5879561.33670115,3684056.25091757,1482148.67144268,4725786.3578248,6049541.04616375,4939153.52123987,4335064.81500894
"P03964",348780.739723659,82728.8001268306,145461.21881672,188039.063445152,194109.847832999,125083.538581224,92859.6560376535,136510.319905669,217464.152613258,153131.970144773,50454.877564095,184072.237362189,457817.759725869,557775.983967442,197339.45148572
"P03965",3310644.47747656,104917.905987826,284990.518196036,2149222.09149978,353667.940639822,138924.978029235,1512175.83364088,289410.734449933,304272.315216733,2238959.45235911,80086.2042997575,265949.178914457,4809238.06012659,1470922.39955795,277743.204756671
"P03966",630747.323274189,1038802.40527305,1935323.04566059,424408.879360125,1746392.61655563,1568167.56476406,147004.138033656,1245233.39583313,2030582.99223214,430707.317710981,646925.286071667,1957335.58338043,699374.708137485,4062535.99630574,2367243.40046906
"P03967",723694.996211845,215621.070411366,386369.526127443,705864.967950326,529108.090666569,232396.643893399,179275.40092506,292870.13900568,632579.429120188,387618.854624841,143362.187613366,511510.617365958,740229.557851771,767346.503994181,471791.578047209
"P03968",43395.6912424384,12288.8448328126,35611.3489251774,39776.8668125504,31927.4749260994,12889.559911962,21218.0750118596,37385.8023389323,39080.481929596,30321.7313038265,7361.91358602902,33246.4607709601,90409.1164651814,138534.140696043,34590.7771324935
"P03969",487716.59239323,492989.401048979,972512.183177072,479700.242478974,1044040.00368223,715247.68748377,106449.421251063,545786.16461407,1136775.64934495,312535.606568903,288932.878545307,976599.88360655,633546.539064326,1471614.46382756,1341977.16762775
"P03970",1607034.54829763,409826.525107691,831239.073027631,1068929.05307525,1096627.92401528,524133.044600079,437080.328767088,850929.823896269,1000940.51673026,966425.424733654,254746.910647594,1048266.12796068,2662998.51708795,4622388.85354678,938038.02258512
"P03971",316732.529710951,92118.0667008145,202751.873134112,290813.61291211,174883.89978051,108851.12089793,102902.209472586,157653.828702519,194365.580326266,201798.354334961,61912.8558486591,168133.958835302,405377.278409908,590140.438200547,214515.077656582
"P03972",568314.293274499,214439.572359244,303081.796935698,497359.203407346,306509.451960518,192285.172565951,149974.325622766,266650.017989359,399318.264335213,272742.198765881,122278.008718785,404368.432317178,702305.382010596,605837.964255496,294120.013212638
"P03973",238804.283631342,45948.9770200708,153515.173224399,121446.899203099,125195.280803105,42472.2760771932,72424.4395640374,102120.284785512,184519.55117536,147741.323207206,33161.5639154545,124127.421820099,266081.855347844,659998.035752465,109377.215859407
"P03974",328243.833675541,77422.4935028692,175752.138121685,166152.716758116,182249.555730724,72736.1270825512,128217.874006864,174209.384417726,204019.117950328,261373.158546691,44125.1403142531,155706.176315461,410413.71103099,664977.37473021,114283.980854894
"P03975",6123532.43600531,1335540.25401955,2911134.21461248,4400047.69368349,3138875.91196421,2518412.05623914,1097537.92023225,2499789.3943204,4731665.69846467,3908282.12259286,1162069.97111754,3169029.54689536,6385944.445244,7234781.13707594,2748388.60233171
"P03976",455064.577227609,125056.323088642,348656.076748897,364300.694721597,329969.694282873,194926.724499794,213772.275579591,231026.856482181,360505.433979408,353775.248383586,85637.3585985182,241850.414901363,855021.966335801,911225.691357131,333243.858445792
"P03977",956063.412712104,329997.965483921,557993.384196979,885598.040868732,660551.090950605,321052.929566602,331056.190963723,348653.780463402,641909.689995266,771416.758604429,174067.072320244,597632.137584031,1257119.49613442,1203937.882942,648950.311748847
"P03978",769987.940738591,227978.864995705,463725.356104324,626253.633348761,414615.539691372,274472.733550768,129053.481647153,224790.74987837,503679.053058756,362243.97344135,150792.944305288,476222.581149188,826278.268359133,785735.705990494,450319.608917765
"P03979",2442308.74086403,647439.488128551,1407835.39062305,2015043.35756759,1738809.19160476,741000.533560064,640642.730331323,1026136.37117968,2032889.94370883,1321822.92323956,430273.347325433,1633420.60401289,2853590.46869333,2533758.43762042,1767575.4752416
"P03980",225151.875080516,75250.1113166898,158098.119093916,218883.611726446,166237.469187854,73640.5816716299,70973.9372766953,109286.079404406,190757.994034508,177322.014551068,50413.3234117462,182388.177923927,439982.552928723,449952.346253321,172335.066399982
"P03981",233452.948311356,67688.0323376302,180091.632865105,198500.566656032,208162.071813394,72037.4248903434,95363.5392985473,103381.178424582,178410.348404509,204738.404852895,42349.0483398315,117772.264889423,434631.487202101,729064.959985102,129271.425809327
"P03982",653110.339554022,222443.216215423,550566.548384966,695660.952673741,445255.632771651,226649.488999935,260727.26387354,390429.995904808,577687.658941914,600065.564455021,132629.837752436,515407.587806484,1203482.84698623,1548253.75970336,524447.450349228
"P03983",1020651.77810043,332048.830087914,499110.10522849,844072.945643687,434357.919167736,428198.946102631,212611.010298357,454370.819018906,840437.283571726,533645.804918412,184789.879078445,702513.368384416,1108996.47808861,1091410.15684166,535929.819391934
"P03984",2098037.20160563,652314.542050547,1019530.01953162,1688180.76238645,1296354.58478432,801323.720536758,487719.712052674,744629.827404755,1628037.3988381,1439581.3926362,355700.644295989,1622019.17038244,3173105.18664399,3624380.02594051,1619164.60882081
"P03985",493069.212474289,150939.133995125,296785.875909028,359296.832234911,317893.061134037,143260.026633436,151180.992186738,211756.283327201,379992.436529451,297397.905176834,113530.087388646,254279.138468651,636615.194246175,873145.405860038,355642.066586432
"P03986",170932.70501275,45626.0457593669,135529.690577036,105601.029921463,99827.8538429391,49703.9766231963,62602.4731342975,76384.0993581063,114472.276916808,100873.774076018,31031.2432217032,78406.8270121858,222080.178329299,358466.249398707,94436.3880884839
"P03987",1371096.05801785,295847.902419572,734435.851408261,947945.914516458,1009615.10541,384049.639769351,377013.450092443,809939.888049553,710629.850512858,879070.790848351,265531.795740417,566643.997888054,1565782.94887229,2447831.6763793,752897.307406986
"P03988",657418.025068005,149722.022234108,402043.63798326,353784.194304923,457071.902022156,176127.424223869,338171.549384692,264642.877686773,502286.296252188,461296.344064457,110885.633598229,356941.752714906,967221.167091601,1431530.61179265,307122.779296884
"P03989",253432.067866871,87250.3738815948,200236.924234193,155813.680784669,151352.869469068,74059.5345679336,96138.9923561503,148696.0087345,182694.137157159,200415.983852577,42845.5296165329,139744.515989173,479587.977976105,763436.875968273,174324.556296567
"P03990",705433.908649956,293639.066509529,624144.059808577,931913.224848685,646979.963719621,458834.613006426,182047.354635777,349410.09706108,791941.455093514,603371.813849419,225498.684737581,733325.296593139,1262517.08078842,974341.007875321,848696.72523149
